,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2024-02-01 15:03:31,2024-02-01 10:26:42,459,25.0,2261.0,383,244,21.0,34.0,15030.0,2024-01-25 18:36:33,2024.01.25,100.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,45.0,23,True,1,
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2024-02-01 16:55:23,2024-02-01 16:55:22,323,26.0,222.0,87,181,4.0,5.0,3294.0,2024-02-01 16:55:29,2024.02.01,100.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,12.0,18,True,1,
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2024-02-01 16:56:00,2024-02-01 16:55:59,305,26.0,159.0,52,181,,3.0,2119.0,2024-02-01 16:56:08,2024.02.01,100.0,A ranked list of awesome python libraries for web development. Updated weekly.,14.0,18,True,1,
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2024-02-01 16:55:33,2024-02-01 16:55:32,303,24.0,42.0,24,177,3.0,5.0,871.0,2024-02-01 16:55:39,2024.02.01,100.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,7.0,16,True,1,
4,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2024-02-01 16:55:51,2024-02-01 16:55:50,309,29.0,69.0,24,181,1.0,3.0,783.0,2024-02-01 16:55:56,2024.02.01,100.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",13.0,16,True,2,
5,awesome-gpts,taranjeet/awesome-gpts,['python'],data-engineering,https://github.com/taranjeet/awesome-gpts,https://github.com/taranjeet/awesome-gpts,MIT,2023-11-10 15:58:26,2024-01-03 10:28:09,2023-12-06 16:57:28,131,131.0,73.0,18,47,1.0,43.0,1144.0,,,,Collection of all the GPTs created by the community.,28.0,15,True,2,
6,best-of-mkdocs,mkdocs/catalog,,documentation,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,CC-BY-SA-4.0,2022-04-17 07:48:22,2024-02-01 18:20:27,2024-01-25 21:28:11,252,32.0,37.0,13,169,5.0,13.0,666.0,2023-06-29 18:48:34,2023.06.29,68.0,A list of awesome MkDocs projects and plugins.,24.0,15,True,1,
7,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2024-01-31 23:30:46,2024-01-31 23:30:46,246,22.0,36.0,14,121,5.0,,179.0,2024-01-31 23:30:55,2024.01.31,97.0,A ranked list of awesome open-source crypto projects. Updated weekly.,5.0,15,True,1,
8,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2024-02-01 16:55:43,2024-02-01 16:55:42,338,26.0,53.0,11,165,1.0,1.0,556.0,2024-02-01 16:55:47,2024.02.01,100.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,6.0,14,True,2,
9,best-of-digital-identity,jruizaranguren/best-of-digital-identity,,internet,https://github.com/jruizaranguren/best-of-digital-identity,https://github.com/jruizaranguren/best-of-digital-identity,CC-BY-SA-4.0,2023-04-12 09:58:39,2024-02-01 18:17:46,2024-02-01 16:43:20,232,70.0,6.0,9,87,,,39.0,2024-01-25 16:12:50,2024.01.25-16.04,20.0,A ranked list of awesome Digital Identity open source projects.,4.0,14,True,1,
10,best-of-scala,stkeky/best-of-scala,,programming-languages,https://github.com/stkeky/best-of-scala,https://github.com/stkeky/best-of-scala,CC-BY-SA-4.0,2023-03-13 21:28:43,2024-02-01 18:18:34,2024-01-26 10:52:03,106,15.0,15.0,10,86,3.0,9.0,199.0,2024-01-26 10:53:20,2024.01.25,28.0,A ranked list of awesome Scala projects. Updated weekly.,12.0,13,True,3,
11,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,CC-BY-SA-4.0,2021-01-09 00:40:46,2024-01-29 12:04:44,2021-05-03 18:03:14,111,,115.0,16,123,98.0,4.0,838.0,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4.0,12,False,3,
