,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2025-05-22 15:16:46,2025-05-22 15:16:44,576,26.0,2692.0,431.0,314.0,27.0,34.0,20068.0,2025-05-22 15:16:52,2025.05.22,100.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,53,23,True,1,
1,best-of-mkdocs,mkdocs/catalog,,documentation,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,CC-BY-SA-4.0,2022-04-17 07:48:22,2025-05-22 18:36:24,2025-05-22 18:36:22,387,23.0,88.0,14.0,293.0,2.0,31.0,1359.0,2023-06-29 18:48:34,2023.06.29,68.0,A list of awesome MkDocs projects and plugins.,56,17,True,1,
2,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2025-05-22 15:16:19,2025-05-22 15:16:17,405,26.0,79.0,23.0,232.0,2.0,4.0,1068.0,2025-05-22 15:16:24,2025.05.22,100.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",13,16,True,2,
3,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2025-03-11 09:47:21,2025-03-11 09:47:21,361,1.0,270.0,97.0,200.0,7.0,6.0,3974.0,2024-06-06 14:07:12,2024.06.06,100.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,13,15,True,1,
4,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2024-06-07 15:14:35,2024-06-06 19:06:33,346,,186.0,57.0,205.0,,3.0,2514.0,2024-06-06 19:06:38,2024.06.06,100.0,A ranked list of awesome python libraries for web development. Updated weekly.,16,15,True,1,
5,best-of-robot-simulators,knmcguire/best-of-robot-simulators,,robot-dev,https://github.com/knmcguire/best-of-robot-simulators,https://github.com/knmcguire/best-of-robot-simulators,CC-BY-SA-4.0,2025-04-09 08:06:08,2025-05-21 11:42:55,2025-05-21 11:42:52,136,136.0,42.0,10.0,53.0,14.0,71.0,611.0,2025-05-21 11:43:48,2025.05.21,7.0,"A Best-of-list of Robot Simulators, re-generated weekly on Wednesdays.",8,15,True,1,
6,best-of-digital-gardens,lyz-code/best-of-digital-gardens,,documentation,https://github.com/lyz-code/best-of-digital-gardens,https://github.com/lyz-code/best-of-digital-gardens,CC-BY-SA-4.0,2022-04-21 16:32:43,2025-05-21 18:37:32,2025-05-21 18:37:31,1251,105.0,26.0,6.0,35.0,,2.0,429.0,,,,Ranked list of awesome digital gardens / second brains.,21,15,True,3,
7,best-of-scala,stkeky/best-of-scala,,programming-languages,https://github.com/stkeky/best-of-scala,https://github.com/stkeky/best-of-scala,CC-BY-SA-4.0,2023-03-13 21:28:43,2025-05-22 18:31:06,2025-05-16 17:03:06,173,12.0,25.0,11.0,155.0,3.0,9.0,270.0,2025-05-16 17:03:15,2025.05.15,89.0,A ranked list of awesome Scala projects. Updated weekly.,18,15,True,1,
8,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2024-06-06 14:43:04,2024-05-30 14:52:56,337,,53.0,23.0,195.0,5.0,5.0,1126.0,2024-05-30 14:53:03,2024.05.30,100.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,7,14,True,1,
9,awesome-gpts,taranjeet/awesome-gpts,['python'],data-engineering,https://github.com/taranjeet/awesome-gpts,https://github.com/taranjeet/awesome-gpts,MIT,2023-11-10 15:58:26,2024-04-21 19:47:16,2023-12-06 16:57:28,131,,89.0,18.0,48.0,3.0,43.0,1307.0,,,,Collection of all the GPTs created by the community.,28,13,False,2,
