,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2023-10-19 17:35:09,2023-10-19 17:35:08,432.0,32.0,2081.0,381.0,228.0,16.0,33.0,14558.0,2023-10-19 17:35:15,2023.10.19,100.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,44.0,24,True,1.0,1.0
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2023-10-19 17:34:47,2023-10-19 17:34:46,293.0,28.0,221.0,86.0,166.0,4.0,4.0,3195.0,2023-10-19 17:34:53,2023.10.19,100.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,12.0,19,True,1.0,1.0
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2023-10-19 17:34:28,2023-10-19 17:34:27,275.0,24.0,151.0,52.0,164.0,1.0,2.0,2036.0,2023-10-19 17:34:34,2023.10.19,100.0,A ranked list of awesome python libraries for web development. Updated weekly.,12.0,18,True,1.0,1.0
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2023-10-19 17:35:20,2023-10-19 17:35:19,275.0,26.0,40.0,24.0,162.0,3.0,5.0,821.0,2023-10-19 17:35:26,2023.10.19,100.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,7.0,17,True,1.0,1.0
4,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2023-10-19 17:34:58,2023-10-19 17:34:57,275.0,27.0,68.0,25.0,163.0,1.0,2.0,740.0,2023-10-19 17:35:04,2023.10.19,100.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",12.0,16,True,2.0,
5,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2023-10-19 17:35:31,2023-10-19 17:35:30,308.0,26.0,46.0,11.0,150.0,,1.0,508.0,2023-10-19 17:35:38,2023.10.19,100.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,6.0,15,True,2.0,
6,best-of-mkdocs,mkdocs/catalog,,documentation,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,CC-BY-SA-4.0,2022-04-17 07:48:22,2023-10-19 18:21:36,2023-10-18 14:58:52,216.0,30.0,29.0,11.0,131.0,4.0,11.0,476.0,2023-06-29 18:48:34,2023.06.29,68.0,A list of awesome MkDocs projects and plugins.,18.0,15,True,1.0,
7,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2023-10-18 23:11:52,2023-10-18 23:11:52,220.0,25.0,29.0,13.0,106.0,5.0,,146.0,2023-10-18 23:12:07,2023.10.18,84.0,A ranked list of awesome open-source crypto projects. Updated weekly.,5.0,15,True,1.0,
8,best-of-scala,stkeky/best-of-scala,,programming-languages,https://github.com/stkeky/best-of-scala,https://github.com/stkeky/best-of-scala,CC-BY-SA-4.0,2023-03-13 21:28:43,2023-10-19 18:20:13,2023-10-17 21:21:08,88.0,24.0,12.0,10.0,68.0,3.0,8.0,161.0,2023-10-13 09:58:45,2023.10.12,16.0,A ranked list of awesome Scala libraries. Updated weekly.,9.0,14,True,3.0,
9,best-of-digital-identity,jruizaranguren/best-of-digital-identity,,internet,https://github.com/jruizaranguren/best-of-digital-identity,https://github.com/jruizaranguren/best-of-digital-identity,CC-BY-SA-4.0,2023-04-12 09:58:39,2023-10-19 18:19:56,2023-10-19 16:41:42,156.0,10.0,3.0,3.0,63.0,,,29.0,2023-10-19 17:11:44,2023.10.12,7.0,A ranked list of awesome Digital Identity open source projects.,2.0,13,True,1.0,2.0
10,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,CC-BY-SA-4.0,2021-01-09 00:40:46,2023-10-16 12:05:13,2021-05-03 18:03:14,111.0,,100.0,14.0,107.0,56.0,4.0,750.0,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4.0,12,False,3.0,
