,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2022-12-22 15:20:25,2022-12-17 03:24:41,332,24.0,1814.0,349,170,7.0,30.0,12091,2022-12-17 03:24:50,2022.12.15,77.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,35.0,24,True,1,1.0
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2022-12-22 13:39:36,2022-12-16 16:06:15,204,22.0,190.0,82,118,2.0,4.0,2691,2022-12-16 16:06:24,2022.12.15,71.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,9.0,19,True,1,1.0
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2022-12-22 16:35:52,2022-12-17 03:23:36,188,25.0,131.0,52,117,,2.0,1754,2022-12-17 03:23:42,2022.12.15,69.0,A ranked list of awesome python libraries for web development. Updated weekly.,9.0,17,True,1,1.0
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2022-12-22 14:35:09,2022-12-17 03:24:18,186,24.0,33.0,21,115,1.0,5.0,636,2022-12-17 03:24:25,2022.12.15,68.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,5.0,17,True,1,1.0
4,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2022-12-22 15:32:54,2022-12-17 03:25:29,223,26.0,27.0,8,107,1.0,,358,2022-12-17 03:25:37,2022.12.15,70.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,5.0,16,True,2,1.0
5,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2022-12-22 14:37:47,2022-12-17 03:23:58,188,25.0,54.0,20,118,6.0,2.0,572,2022-12-17 03:24:06,2022.12.15,75.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",10.0,15,True,2,
6,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2022-12-21 19:32:38,2022-12-17 03:25:08,122,24.0,15.0,7,57,,,75,2022-12-17 03:25:17,2022.12.14,43.0,A ranked list of awesome open-source crypto projects. Updated weekly.,3.0,13,True,1,
7,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,CC-BY-SA-4.0,2021-01-09 00:40:46,2022-12-19 12:05:25,2021-05-03 18:03:14,111,,70.0,12,64,14.0,4.0,512,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4.0,12,False,3,
8,best-of-mkdocs,pawamoy/best-of-mkdocs,,documentation,https://github.com/pawamoy/best-of-mkdocs,https://github.com/pawamoy/best-of-mkdocs,CC-BY-SA-4.0,2022-04-17 07:48:22,2022-12-22 18:09:44,2022-12-15 18:27:37,133,13.0,4.0,4,55,1.0,2.0,104,2022-12-15 18:27:43,2022.12.15,39.0,A ranked list of awesome MkDocs projects and plugins.,4.0,12,True,1,
9,best-of-digital-gardens,lyz-code/best-of-digital-gardens,,documentation,https://github.com/lyz-code/best-of-digital-gardens,https://github.com/lyz-code/best-of-digital-gardens,CC-BY-SA-4.0,2022-04-21 16:32:43,2022-12-21 18:25:18,2022-12-21 18:25:17,325,94.0,9.0,2,19,,1.0,87,,,,Ranked list of awesome digital gardens / second brains.,11.0,10,True,3,
10,best-of-ps,jinningwang/best-of-ps,,others,https://github.com/jinningwang/best-of-ps,https://github.com/jinningwang/best-of-ps,CC-BY-SA-4.0,2022-11-29 16:56:33,2022-12-22 18:24:33,2022-12-15 18:44:41,93,93.0,2.0,3,36,,2.0,23,2022-12-15 18:45:17,2022.12.15,4.0,A weekly updated ranked list of popular open-source libraries and tools for Power System Analysis.,2.0,10,True,1,
11,thumbor/awesome-thumbor,thumbor/awesome-thumbor,,others,https://github.com/thumbor/awesome-thumbor,https://github.com/thumbor/awesome-thumbor,CC-BY-SA-4.0,2022-01-23 23:37:02,2022-12-21 20:43:20,2022-12-21 20:17:04,251,88.0,3.0,2,345,,,19,2022-01-23 23:40:03,2022.01.23,1.0,"Everything thumbor, awesomely curated & updated weekly.",4.0,10,True,1,
12,best-of-ml-rust,e-tornike/best-of-ml-rust,,data-engineering,https://github.com/e-tornike/best-of-ml-rust,https://github.com/e-tornike/best-of-ml-rust,CC-BY-SA-4.0,2021-02-09 10:37:33,2022-12-16 08:00:21,2022-12-16 08:00:21,133,2.0,3.0,7,98,57.0,,107,2021-10-04 12:57:04,2021.10.04,23.0,A ranked list of awesome machine learning Rust libraries.,2.0,8,True,3,
13,best-of-django,fkromer/best-of-django,['python'],web-dev,https://github.com/fkromer/best-of-django,https://github.com/fkromer/best-of-django,CC-BY-SA-4.0,2022-10-04 19:22:03,2022-12-22 18:02:39,2022-12-22 13:36:20,62,62.0,,1,12,,,1,,,,A ranked list of awesome Django related Python packages.,,6,True,3,
14,best-of-ml-julia,e-tornike/best-of-ml-julia,,data-engineering,https://github.com/e-tornike/best-of-ml-julia,https://github.com/e-tornike/best-of-ml-julia,CC-BY-SA-4.0,2021-02-09 10:50:31,2021-11-15 12:28:02,2021-09-16 07:59:38,44,,1.0,2,38,,,8,2021-05-10 14:35:56,2021.05.10,3.0,A ranked list of awesome machine learning Julia libraries.,2.0,5,False,3,
15,best-of-vue,fkromer/best-of-vue,['javascript'],web-dev,https://github.com/fkromer/best-of-vue,https://github.com/fkromer/best-of-vue,CC-BY-SA-4.0,2022-12-03 16:39:34,2022-12-22 18:06:23,2022-12-15 19:48:08,52,52.0,,1,17,,,6,,,,,2.0,5,False,3,
16,best-of-fastapi,fkromer/best-of-fastapi,['python'],web-dev,https://github.com/fkromer/best-of-fastapi,https://github.com/fkromer/best-of-fastapi,CC-BY-SA-4.0,2022-11-27 14:22:10,2022-12-22 18:06:44,2022-12-15 19:48:31,34,34.0,,1,10,,,1,,,,List of automatically rated Python packages for FastAPI.,2.0,4,True,3,
