,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2024-02-15 15:37:46,2024-02-15 15:37:45,463,25.0,2280.0,384,245,22.0,34.0,15075.0,2024-02-15 15:37:51,2024.02.15,100.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,45.0,23,True,1,
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2024-02-15 14:03:54,2024-02-15 14:03:53,327,26.0,222.0,87,183,4.0,5.0,3310.0,2024-02-15 14:04:03,2024.02.15,100.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,12.0,18,True,1,
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2024-02-15 16:50:07,2024-02-15 16:50:07,310,26.0,160.0,54,182,,3.0,2125.0,2024-02-15 16:50:12,2024.02.15,100.0,A ranked list of awesome python libraries for web development. Updated weekly.,14.0,18,True,1,
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2024-02-15 15:37:38,2024-02-15 15:37:37,307,26.0,43.0,25,179,3.0,5.0,874.0,2024-02-15 15:37:43,2024.02.15,100.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,7.0,16,True,1,
4,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2024-02-15 15:37:29,2024-02-15 15:37:28,313,29.0,76.0,24,183,2.0,3.0,794.0,2024-02-15 15:37:34,2024.02.15,100.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",13.0,16,True,2,
5,best-of-mkdocs,mkdocs/catalog,,documentation,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,CC-BY-SA-4.0,2022-04-17 07:48:22,2024-02-15 18:22:28,2024-02-08 18:51:33,254,24.0,37.0,13,172,5.0,13.0,692.0,2023-06-29 18:48:34,2023.06.29,68.0,A list of awesome MkDocs projects and plugins.,24.0,15,True,1,
6,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2024-02-14 23:33:45,2024-02-14 23:33:44,250,22.0,37.0,14,123,5.0,,183.0,2024-02-14 23:33:52,2024.02.14,99.0,A ranked list of awesome open-source crypto projects. Updated weekly.,5.0,15,True,1,
7,awesome-gpts,taranjeet/awesome-gpts,['python'],data-engineering,https://github.com/taranjeet/awesome-gpts,https://github.com/taranjeet/awesome-gpts,MIT,2023-11-10 15:58:26,2024-01-03 10:28:09,2023-12-06 16:57:28,131,42.0,74.0,17,47,1.0,43.0,1158.0,,,,Collection of all the GPTs created by the community.,28.0,14,True,2,-1.0
8,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2024-02-15 15:47:04,2024-02-15 15:47:04,342,26.0,55.0,11,167,1.0,1.0,566.0,2024-02-15 15:47:10,2024.02.15,100.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,6.0,14,True,2,
9,best-of-ps,jinningwang/best-of-ps,,others,https://github.com/jinningwang/best-of-ps,https://github.com/jinningwang/best-of-ps,CC-BY-SA-4.0,2022-11-29 16:56:33,2024-02-15 18:22:46,2024-02-14 19:17:19,217,77.0,16.0,4,80,2.0,3.0,95.0,2024-02-08 19:03:19,2024.02.08,38.0,A weekly updated ranked list of popular open-source libraries and tools for Power System Analysis.,5.0,14,True,1,
10,best-of-digital-identity,jruizaranguren/best-of-digital-identity,,internet,https://github.com/jruizaranguren/best-of-digital-identity,https://github.com/jruizaranguren/best-of-digital-identity,CC-BY-SA-4.0,2023-04-12 09:58:39,2024-02-15 18:19:17,2024-02-01 18:28:04,234,50.0,6.0,10,89,,,39.0,2024-02-01 18:28:29,2024.02.01,21.0,A ranked list of awesome Digital Identity open source projects.,4.0,14,True,1,
11,best-of-ml-rust,e-tornike/best-of-ml-rust,,data-engineering,https://github.com/e-tornike/best-of-ml-rust,https://github.com/e-tornike/best-of-ml-rust,CC-BY-SA-4.0,2021-02-09 10:37:33,2024-02-15 12:24:19,2024-02-15 12:24:19,166,10.0,3.0,10,112,57.0,,211.0,2024-02-01 09:30:50,2024.02.01,27.0,A ranked list of awesome machine learning Rust libraries.,2.0,13,True,3,1.0
12,best-of-scala,stkeky/best-of-scala,,programming-languages,https://github.com/stkeky/best-of-scala,https://github.com/stkeky/best-of-scala,CC-BY-SA-4.0,2023-03-13 21:28:43,2024-02-15 18:20:07,2024-02-08 21:11:34,108,15.0,15.0,10,88,3.0,9.0,203.0,2024-02-08 21:12:33,2024.02.08,30.0,A ranked list of awesome Scala projects. Updated weekly.,12.0,13,True,3,
13,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,CC-BY-SA-4.0,2021-01-09 00:40:46,2024-02-12 12:06:01,2021-05-03 18:03:14,111,,115.0,17,125,98.0,4.0,852.0,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4.0,12,False,3,
14,best-of-digital-gardens,lyz-code/best-of-digital-gardens,,documentation,https://github.com/lyz-code/best-of-digital-gardens,https://github.com/lyz-code/best-of-digital-gardens,CC-BY-SA-4.0,2022-04-21 16:32:43,2024-02-14 18:24:52,2024-02-14 18:24:51,758,89.0,15.0,6,22,,2.0,279.0,,,,Ranked list of awesome digital gardens / second brains.,14.0,12,True,3,
15,thumbor/awesome-thumbor,thumbor/awesome-thumbor,,others,https://github.com/thumbor/awesome-thumbor,https://github.com/thumbor/awesome-thumbor,CC-BY-SA-4.0,2022-01-23 23:37:02,2024-02-14 21:08:51,2024-02-14 20:14:51,670,89.0,4.0,5,764,2.0,,40.0,2022-01-23 23:40:03,2022.01.23,1.0,"Everything thumbor, awesomely curated & updated weekly.",4.0,12,True,3,
16,best-of-django,fkromer/best-of-django,['python'],web-dev,https://github.com/fkromer/best-of-django,https://github.com/fkromer/best-of-django,CC-BY-SA-4.0,2022-10-04 19:22:03,2024-02-01 07:29:34,2024-02-01 07:29:33,214,7.0,,2,44,,,5.0,,,,A ranked list of awesome Django related Python packages.,,7,True,3,
17,best-of-fastapi,fkromer/best-of-fastapi,['python'],web-dev,https://github.com/fkromer/best-of-fastapi,https://github.com/fkromer/best-of-fastapi,CC-BY-SA-4.0,2022-11-27 14:22:10,2024-02-15 18:07:06,2024-02-11 16:45:46,94,13.0,,2,71,,,,,,,List of automatically rated Python packages for FastAPI.,2.0,6,True,3,
18,best-of-react-native,fkromer/best-of-react-native,,native-dev,https://github.com/fkromer/best-of-react-native,https://github.com/fkromer/best-of-react-native,CC-BY-SA-4.0,2023-04-30 19:12:38,2024-02-15 18:02:59,2024-02-11 12:02:01,113,24.0,,2,46,,,,,,,,,6,False,1,
19,best-of-ml-julia,e-tornike/best-of-ml-julia,,data-engineering,https://github.com/e-tornike/best-of-ml-julia,https://github.com/e-tornike/best-of-ml-julia,CC-BY-SA-4.0,2021-02-09 10:50:31,2021-11-15 12:28:02,2021-09-16 07:59:38,44,,2.0,2,38,,,13.0,2021-05-10 14:35:56,2021.05.10,3.0,A ranked list of awesome machine learning Julia libraries.,2.0,5,False,3,
20,best-of-vue,fkromer/best-of-vue,['javascript'],web-dev,https://github.com/fkromer/best-of-vue,https://github.com/fkromer/best-of-vue,CC-BY-SA-4.0,2022-12-03 16:39:34,2024-02-15 18:09:05,2024-02-11 12:01:42,121,12.0,,2,82,,,1.0,,,,,2.0,4,False,3,
