,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2022-09-08 15:37:06,2022-09-01 16:22:19,302,43.0,1737,342,155,4.0,30.0,11560,2022-09-01 16:22:26,2022.09.01,62.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,35,24,True,1
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2022-09-08 14:07:19,2022-09-08 14:07:19,178,34.0,173,77,105,2.0,4.0,2449,2022-09-08 14:07:24,2022.09.08,58.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,9,18,True,1
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2022-09-08 16:43:27,2022-09-01 16:35:56,157,25.0,125,47,102,,2.0,1654,2022-09-01 16:36:02,2022.09.01,54.0,A ranked list of awesome python libraries for web development. Updated weekly.,8,16,True,1
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2022-09-08 14:54:52,2022-09-01 15:31:27,155,25.0,31,19,100,1.0,5.0,578,2022-09-01 15:31:37,2022.09.01,53.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,4,15,True,1
4,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2022-09-08 14:36:04,2022-09-01 16:22:40,157,25.0,53,19,103,6.0,2.0,515,2022-09-01 16:22:45,2022.09.01,60.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",9,14,True,2
5,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2022-09-08 15:40:33,2022-09-01 16:22:01,190,25.0,17,4,89,,,127,2022-09-01 16:22:08,2022.09.01,55.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,2,12,True,3
6,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2022-09-07 20:59:23,2022-09-07 20:59:23,94,23.0,13,6,42,,,55,2022-09-07 20:59:30,2022.09.07,29.0,A ranked list of awesome open-source crypto projects. Updated weekly.,3,12,True,1
7,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,CC-BY-SA-4.0,2021-01-09 00:40:46,2022-01-04 15:29:32,2021-05-03 18:03:14,111,,56,12,48,14.0,4.0,462,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4,11,False,3
8,best-of-digital-gardens,lyz-code/best-of-digital-gardens,,documentation,https://github.com/lyz-code/best-of-digital-gardens,https://github.com/lyz-code/best-of-digital-gardens,CC-BY-SA-4.0,2022-04-21 16:32:43,2022-09-07 18:33:42,2022-09-07 18:33:42,215,102.0,7,2,17,,1.0,69,,,,Ranked list of awesome digital gardens / second brains.,9,9,True,1
9,best-of-mkdocs,pawamoy/best-of-mkdocs,,documentation,https://github.com/pawamoy/best-of-mkdocs,https://github.com/pawamoy/best-of-mkdocs,CC-BY-SA-4.0,2022-04-17 07:48:22,2022-09-08 18:12:32,2022-09-08 18:12:32,116,44.0,1,4,39,1.0,1.0,42,2022-09-08 18:12:44,2022.09.08,25.0,A ranked list of awesome MkDocs projects and plugins.,2,9,True,1
