,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2024-05-02 15:56:25,2024-04-18 15:55:35,481,22.0,2248.0,391,259,24.0,34.0,15362,2024-04-18 15:55:40,2024.04.18,100.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,45.0,23,True,1,
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2024-05-02 14:12:41,2024-04-25 16:50:28,347,24.0,231.0,87,194,4.0,5.0,3424,2024-04-25 16:50:37,2024.04.25,100.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,12.0,18,True,1,
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2024-05-02 18:18:26,2024-05-02 18:18:26,336,31.0,162.0,54,199,,3.0,2172,2024-05-02 18:18:37,2024.05.02,100.0,A ranked list of awesome python libraries for web development. Updated weekly.,16.0,18,True,1,
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2024-05-02 14:47:12,2024-04-25 16:50:54,327,24.0,43.0,25,190,3.0,5.0,912,2024-04-25 16:51:00,2024.04.25,100.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,7.0,16,True,1,
4,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2024-05-02 14:47:29,2024-04-25 16:51:16,331,22.0,76.0,22,194,2.0,3.0,839,2024-04-25 16:51:22,2024.04.25,100.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",13.0,16,True,2,
5,best-of-mkdocs,mkdocs/catalog,,documentation,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,CC-BY-SA-4.0,2022-04-17 07:48:22,2024-05-02 18:21:44,2024-04-25 21:12:19,280,27.0,44.0,14,192,5.0,15.0,825,2023-06-29 18:48:34,2023.06.29,68.0,A list of awesome MkDocs projects and plugins.,30.0,15,True,1,
6,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2024-05-01 20:27:01,2024-04-25 01:07:38,270,24.0,48.0,14,135,9.0,,217,2024-04-25 01:07:45,2024.04.24,100.0,A ranked list of awesome open-source crypto projects. Updated weekly.,5.0,15,True,1,
7,awesome-gpts,taranjeet/awesome-gpts,['python'],data-engineering,https://github.com/taranjeet/awesome-gpts,https://github.com/taranjeet/awesome-gpts,MIT,2023-11-10 15:58:26,2024-04-21 19:47:16,2023-12-06 16:57:28,131,,82.0,17,48,3.0,43.0,1210,,,,Collection of all the GPTs created by the community.,28.0,14,True,2,1.0
8,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2024-05-02 15:58:57,2024-04-18 15:55:26,360,22.0,74.0,14,178,1.0,2.0,677,2024-04-18 15:55:32,2024.04.18,100.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,6.0,14,True,2,
9,best-of-ml-rust,e-tornike/best-of-ml-rust,,data-engineering,https://github.com/e-tornike/best-of-ml-rust,https://github.com/e-tornike/best-of-ml-rust,CC-BY-SA-4.0,2021-02-09 10:37:33,2024-05-01 09:21:51,2024-04-26 11:03:33,180,16.0,7.0,11,117,57.0,,234,2024-04-03 10:46:59,2024.04.03,29.0,A ranked list of awesome machine learning Rust libraries.,3.0,14,True,2,
