,name,github_id,labels,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/lukasmasuch/best-of-ml-python,https://github.com/lukasmasuch/best-of-ml-python,lukasmasuch/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2025-09-18 17:27:02,2025-09-18 17:27:00,611,27.0,2855.0,439.0,332.0,27.0,34.0,21937,2025-09-18 17:27:13,2025.09.18,100.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,54,23,True,1,
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/lukasmasuch/best-of-python,https://github.com/lukasmasuch/best-of-python,lukasmasuch/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2025-09-18 14:54:54,2025-09-18 14:54:54,383,22.0,273.0,100.0,212.0,8.0,6.0,4143,2025-09-18 14:55:01,2025.09.18,100.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,14,18,True,1,
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,,CC-BY-SA-4.0,2021-01-05 13:09:27,2025-09-18 17:26:52,2025-09-18 17:26:50,367,21.0,186.0,57.0,215.0,,4.0,2598,2025-09-18 17:26:55,2025.09.18,100.0,A ranked list of awesome python libraries for web development. Updated weekly.,16,18,True,1,
3,best-of-mkdocs,mkdocs/catalog,,documentation,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,,CC-BY-SA-4.0,2022-04-17 07:48:22,2025-09-18 18:33:16,2025-09-11 19:43:24,411,19.0,105.0,16.0,322.0,2.0,34.0,1515,2023-06-29 18:48:34,2023.06.29,68.0,A list of awesome MkDocs projects and plugins.,62,17,True,1,
4,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,,CC-BY-SA-4.0,2021-01-08 14:46:24,2025-09-18 17:27:37,2025-09-18 17:27:35,358,21.0,53.0,23.0,205.0,5.0,5.0,1177,2025-09-18 17:27:40,2025.09.18,100.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,7,17,True,1,
5,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,,CC-BY-SA-4.0,2021-01-01 22:25:48,2025-09-18 14:54:41,2025-09-18 14:54:40,437,26.0,86.0,25.0,249.0,2.0,4.0,1130,2025-09-18 14:54:45,2025.09.18,100.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",13,17,True,2,
6,best-of-robot-simulators,knmcguire/best-of-robot-simulators,,robot-dev,https://github.com/knmcguire/best-of-robot-simulators,https://github.com/knmcguire/best-of-robot-simulators,,CC-BY-SA-4.0,2025-04-09 08:06:08,2025-09-17 11:41:06,2025-09-17 11:41:03,160,15.0,54.0,14.0,77.0,14.0,117.0,896,2025-09-17 11:42:29,2025.09.17,24.0,"A Best-of-list of Robot Simulators, re-generated weekly on Wednesdays.",8,15,True,1,
7,best-of-digital-gardens,lyz-code/best-of-digital-gardens,,documentation,https://github.com/lyz-code/best-of-digital-gardens,https://github.com/lyz-code/best-of-digital-gardens,,CC-BY-SA-4.0,2022-04-21 16:32:43,2025-09-17 18:37:21,2025-09-17 18:37:20,1370,89.0,26.0,6.0,35.0,,2.0,458,,,,Ranked list of awesome digital gardens / second brains.,21,15,True,3,
8,best-of-scala,stkeky/best-of-scala,,programming-languages,https://github.com/stkeky/best-of-scala,https://github.com/stkeky/best-of-scala,,CC-BY-SA-4.0,2023-03-13 21:28:43,2025-09-18 18:31:21,2025-09-15 09:51:22,187,10.0,25.0,11.0,172.0,3.0,9.0,278,2025-09-15 09:51:34,2025.09.11,100.0,A ranked list of awesome Scala projects. Updated weekly.,18,15,True,3,1.0
9,awesome-gpts,taranjeet/awesome-gpts,['python'],data-engineering,https://github.com/taranjeet/awesome-gpts,https://github.com/taranjeet/awesome-gpts,,MIT,2023-11-10 15:58:26,2024-04-21 19:47:16,2023-12-06 16:57:28,131,,90.0,17.0,49.0,3.0,43.0,1320,,,,Collection of all the GPTs created by the community.,28,13,False,2,
10,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,,CC-BY-SA-4.0,2021-01-09 00:40:46,2024-06-28 01:43:05,2021-05-03 18:03:14,111,,150.0,20.0,128.0,110.0,4.0,1306,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4,13,False,2,
11,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/lukasmasuch/best-of-crypto,https://github.com/lukasmasuch/best-of-crypto,,CC-BY-SA-4.0,2022-01-08 21:25:33,2024-07-12 09:36:46,2024-06-05 20:02:12,282,,82.0,23.0,141.0,11.0,,477,2024-06-05 20:02:18,2024.06.05,100.0,A ranked list of awesome open-source crypto projects. Updated weekly.,5,13,False,1,
12,best-of-digital-identity,jruizaranguren/best-of-digital-identity,,internet,https://github.com/jruizaranguren/best-of-digital-identity,https://github.com/jruizaranguren/best-of-digital-identity,,CC-BY-SA-4.0,2023-04-12 09:58:39,2025-09-18 18:34:11,2025-09-05 07:58:02,334,18.0,10.0,8.0,146.0,,1.0,149,2025-09-05 07:58:24,2025.09.04,60.0,A ranked list of awesome Digital Identity open source projects.,5,13,True,1,1.0
13,thumbor/awesome-thumbor,thumbor/awesome-thumbor,,others,https://github.com/thumbor/awesome-thumbor,https://github.com/thumbor/awesome-thumbor,,CC-BY-SA-4.0,2022-01-23 23:37:02,2025-09-17 20:25:07,2025-09-13 20:20:20,1244,85.0,4.0,6.0,1340.0,1.0,,73,2022-01-23 23:40:03,2022.01.23,1.0,"Everything thumbor, awesomely curated & updated weekly.",5,13,True,1,
14,best-of-ml-rust,e-tornike/best-of-ml-rust,,data-engineering,https://github.com/e-tornike/best-of-ml-rust,https://github.com/e-tornike/best-of-ml-rust,,CC-BY-SA-4.0,2021-02-09 10:37:33,2025-09-16 13:18:37,2025-09-16 13:18:37,209,3.0,20.0,12.0,131.0,57.0,,420,2024-12-02 23:59:31,2024.12.01,31.0,A ranked list of awesome machine learning Rust libraries.,4,12,True,3,1.0
