,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2022-06-09 17:04:34,2022-06-09 17:04:33,259,49.0,1596.0,330,132,1.0,28.0,10711,2022-06-09 17:04:37,2022.06.09,49.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,31.0,24,True,1
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2022-06-09 17:03:50,2022-06-09 17:03:50,144,24.0,161.0,72,87,,4.0,2214,2022-06-09 17:03:55,2022.06.09,45.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,7.0,17,True,1
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2022-06-09 16:50:59,2022-06-09 16:50:59,132,16.0,118.0,47,88,4.0,2.0,1555,2022-06-09 16:51:05,2022.06.09,42.0,A ranked list of awesome python libraries for web development. Updated weekly.,8.0,15,True,1
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2022-06-09 17:04:01,2022-06-09 17:04:01,130,31.0,28.0,18,86,1.0,5.0,495,2022-06-09 17:04:07,2022.06.09,41.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,4.0,14,True,1
4,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2022-06-09 17:04:15,2022-06-09 17:04:14,132,19.0,45.0,17,89,6.0,2.0,451,2022-06-09 17:04:19,2022.06.09,48.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",9.0,13,True,2
5,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2022-06-09 17:04:24,2022-06-09 17:04:23,165,21.0,14.0,3,76,,,84,2022-06-09 17:04:28,2022.06.09,43.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,2.0,12,True,3
6,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,CC-BY-SA-4.0,2021-01-09 00:40:46,2022-01-04 15:29:32,2021-05-03 18:03:14,111,,48.0,12,48,14.0,4.0,421,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4.0,11,False,3
7,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2022-06-08 19:52:40,2022-06-08 19:52:39,71,26.0,8.0,3,29,,,27,2022-06-08 19:52:48,2022.06.08,18.0,A ranked list of awesome open-source crypto projects. Updated weekly.,2.0,10,True,1
8,best-of-mkdocs,pawamoy/best-of-mkdocs,,documentation,https://github.com/pawamoy/best-of-mkdocs,https://github.com/pawamoy/best-of-mkdocs,CC-BY-SA-4.0,2022-04-17 07:48:22,2022-06-09 18:15:27,2022-06-09 18:15:27,72,72.0,,1,21,,,23,2022-06-09 18:15:33,2022.06.09,12.0,A ranked list of awesome MkDocs projects and plugins.,,10,True,1
9,best-of-ml-rust,e-tornike/best-of-ml-rust,,data-engineering,https://github.com/e-tornike/best-of-ml-rust,https://github.com/e-tornike/best-of-ml-rust,CC-BY-SA-4.0,2021-02-09 10:37:33,2022-06-06 12:45:55,2022-01-24 19:09:18,130,,1.0,9,72,,,86,2021-10-04 12:57:04,2021.10.04,23.0,A ranked list of awesome machine learning Rust libraries.,2.0,8,True,3
