,name,github_id,labels,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/lukasmasuch/best-of-ml-python,https://github.com/lukasmasuch/best-of-ml-python,lukasmasuch/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2026-04-09 14:40:40,2026-03-22 08:44:47,628,1.0,3028.0,441.0,352.0,29.0,34.0,23399,2025-11-04 05:45:47,2025.10.30,100.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,57,22,True,1,
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/lukasmasuch/best-of-python,https://github.com/lukasmasuch/best-of-python,lukasmasuch/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2026-04-09 14:09:51,2026-04-02 14:50:47,438,20.0,306.0,99.0,254.0,10.0,6.0,4407,2026-04-02 14:50:54,2026.04.02,100.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,17,18,True,1,
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,,CC-BY-SA-4.0,2021-01-05 13:09:27,2026-04-09 17:48:40,2026-04-09 17:48:38,421,26.0,196.0,55.0,245.0,,4.0,2707,2026-04-09 17:48:44,2026.04.09,100.0,A ranked list of awesome python libraries for web development. Updated weekly.,17,18,True,1,
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,,CC-BY-SA-4.0,2021-01-08 14:46:24,2026-04-09 16:19:57,2026-04-09 16:19:55,411,23.0,64.0,24.0,238.0,7.0,5.0,1247,2026-04-09 16:21:18,2026.03.26,100.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,8,17,True,1,
4,best-of-robot-simulators,knmcguire/best-of-robot-simulators,,robot-dev,https://github.com/knmcguire/best-of-robot-simulators,https://github.com/knmcguire/best-of-robot-simulators,,CC-BY-SA-4.0,2025-04-09 08:06:08,2026-04-08 15:01:39,2026-04-08 15:01:34,197,15.0,86.0,17.0,114.0,17.0,121.0,1230,2026-04-08 15:02:39,2026.04.08,53.0,"A Best-of-list of Robot Simulators, re-generated weekly on Wednesdays.",12,17,True,1,
5,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,,CC-BY-SA-4.0,2021-01-01 22:25:48,2026-04-09 16:21:00,2026-04-09 16:20:58,484,17.0,87.0,23.0,278.0,1.0,4.0,1198,2026-04-09 16:21:04,2026.04.09,100.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",14,17,True,2,
6,best-of-mkdocs,mkdocs/catalog,,documentation,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,,CC-BY-SA-4.0,2022-04-17 07:48:22,2026-04-09 19:11:56,2025-11-06 18:40:58,419,,117.0,18.0,360.0,,37.0,1717,2023-06-29 18:48:34,2023.06.29,68.0,A list of awesome MkDocs projects and plugins.,63,16,True,1,
7,best-of-digital-gardens,lyz-code/best-of-digital-gardens,,documentation,https://github.com/lyz-code/best-of-digital-gardens,https://github.com/lyz-code/best-of-digital-gardens,,CC-BY-SA-4.0,2022-04-21 16:32:43,2026-04-08 19:37:53,2026-04-08 19:37:52,1581,97.0,29.0,9.0,38.0,,2.0,527,,,,Ranked list of awesome digital gardens / second brains.,24,15,True,3,
8,best-of-scala,stkeky/best-of-scala,,programming-languages,https://github.com/stkeky/best-of-scala,https://github.com/stkeky/best-of-scala,,CC-BY-SA-4.0,2023-03-13 21:28:43,2026-04-09 19:13:00,2026-04-04 17:14:07,213,12.0,26.0,10.0,201.0,3.0,9.0,286,2026-04-04 17:14:22,2026.04.02,100.0,A ranked list of awesome Scala projects. Updated weekly.,18,15,True,3,
9,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,,CC-BY-SA-4.0,2021-01-09 00:40:46,2024-06-28 01:43:05,2021-05-03 18:03:14,111,,162.0,20.0,128.0,14.0,4.0,1377,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4,13,False,2,
