,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2024-01-18 15:41:01,2024-01-18 15:41:00,456,24.0,2261.0,385,241,21.0,33.0,14981.0,2024-01-18 15:41:06,2024.01.18,100.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,44.0,23,True,1
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2024-01-18 15:41:34,2024-01-18 15:41:34,319,26.0,222.0,88,179,4.0,5.0,3277.0,2024-01-18 15:41:39,2024.01.18,100.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,12.0,18,True,1
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2024-01-18 16:45:05,2024-01-11 18:27:24,299,24.0,157.0,51,179,,3.0,2101.0,2024-01-11 18:27:30,2024.01.11,100.0,A ranked list of awesome python libraries for web development. Updated weekly.,14.0,18,True,1
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2024-01-18 15:41:16,2024-01-18 15:41:15,299,24.0,42.0,24,175,3.0,5.0,867.0,2024-01-18 15:41:21,2024.01.18,100.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,7.0,16,True,1
4,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2024-01-18 15:41:25,2024-01-18 15:41:24,305,29.0,69.0,24,179,1.0,3.0,776.0,2024-01-18 15:41:30,2024.01.18,100.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",13.0,16,True,2
5,awesome-gpts,taranjeet/awesome-gpts,['python'],data-engineering,https://github.com/taranjeet/awesome-gpts,https://github.com/taranjeet/awesome-gpts,MIT,2023-11-10 15:58:26,2024-01-03 10:28:09,2023-12-06 16:57:28,131,131.0,73.0,18,47,1.0,43.0,1131.0,,,,Collection of all the GPTs created by the community.,28.0,15,True,2
6,best-of-mkdocs,mkdocs/catalog,,documentation,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,CC-BY-SA-4.0,2022-04-17 07:48:22,2024-01-18 18:22:18,2024-01-18 11:03:39,249,32.0,36.0,12,166,5.0,13.0,641.0,2023-06-29 18:48:34,2023.06.29,68.0,A list of awesome MkDocs projects and plugins.,24.0,15,True,1
7,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2024-01-17 22:33:40,2024-01-17 22:33:40,242,22.0,35.0,15,119,5.0,,174.0,2024-01-17 22:33:45,2024.01.17,95.0,A ranked list of awesome open-source crypto projects. Updated weekly.,5.0,15,True,1
8,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2024-01-18 15:50:02,2024-01-18 15:50:01,334,26.0,53.0,11,163,1.0,1.0,545.0,2024-01-18 15:50:07,2024.01.18,100.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,6.0,14,True,2
9,best-of-digital-identity,jruizaranguren/best-of-digital-identity,,internet,https://github.com/jruizaranguren/best-of-digital-identity,https://github.com/jruizaranguren/best-of-digital-identity,CC-BY-SA-4.0,2023-04-12 09:58:39,2024-01-18 18:15:14,2024-01-09 06:12:12,208,51.0,4.0,8,79,,,37.0,2024-01-09 06:12:51,2024.01.04,18.0,A ranked list of awesome Digital Identity open source projects.,3.0,14,True,1
10,best-of-scala,stkeky/best-of-scala,,programming-languages,https://github.com/stkeky/best-of-scala,https://github.com/stkeky/best-of-scala,CC-BY-SA-4.0,2023-03-13 21:28:43,2024-01-18 18:20:23,2024-01-12 09:37:53,103,14.0,14.0,10,83,3.0,9.0,198.0,2024-01-12 09:38:07,2024.01.11,26.0,A ranked list of awesome Scala projects. Updated weekly.,11.0,13,True,3
11,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,CC-BY-SA-4.0,2021-01-09 00:40:46,2024-01-15 12:05:21,2021-05-03 18:03:14,111,,108.0,16,120,56.0,4.0,823.0,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4.0,12,False,3
12,best-of-digital-gardens,lyz-code/best-of-digital-gardens,,documentation,https://github.com/lyz-code/best-of-digital-gardens,https://github.com/lyz-code/best-of-digital-gardens,CC-BY-SA-4.0,2022-04-21 16:32:43,2024-01-17 18:27:11,2024-01-17 18:25:47,730,89.0,15.0,6,22,,2.0,272.0,,,,Ranked list of awesome digital gardens / second brains.,14.0,12,True,3
13,thumbor/awesome-thumbor,thumbor/awesome-thumbor,,others,https://github.com/thumbor/awesome-thumbor,https://github.com/thumbor/awesome-thumbor,CC-BY-SA-4.0,2022-01-23 23:37:02,2024-01-17 22:53:57,2024-01-17 20:16:28,642,89.0,4.0,5,736,2.0,,40.0,2022-01-23 23:40:03,2022.01.23,1.0,"Everything thumbor, awesomely curated & updated weekly.",4.0,12,True,1
14,best-of-ml-rust,e-tornike/best-of-ml-rust,,data-engineering,https://github.com/e-tornike/best-of-ml-rust,https://github.com/e-tornike/best-of-ml-rust,CC-BY-SA-4.0,2021-02-09 10:37:33,2024-01-15 10:18:10,2024-01-15 10:18:10,158,2.0,3.0,10,111,57.0,,198.0,2023-08-07 11:50:42,2023.08.01,26.0,A ranked list of awesome machine learning Rust libraries.,2.0,11,True,3
15,best-of-ps,jinningwang/best-of-ps,,others,https://github.com/jinningwang/best-of-ps,https://github.com/jinningwang/best-of-ps,CC-BY-SA-4.0,2022-11-29 16:56:33,2024-01-18 18:23:19,2023-03-21 21:59:04,139,,11.0,3,59,2.0,3.0,79.0,2023-06-16 19:44:02,2023.06.15,29.0,A weekly updated ranked list of popular open-source libraries and tools for Power System Analysis.,4.0,10,True,3
16,best-of-django,fkromer/best-of-django,['python'],web-dev,https://github.com/fkromer/best-of-django,https://github.com/fkromer/best-of-django,CC-BY-SA-4.0,2022-10-04 19:22:03,2024-01-03 09:02:11,2024-01-03 09:02:10,212,7.0,,1,43,,,3.0,,,,A ranked list of awesome Django related Python packages.,,7,True,3
