,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2024-06-06 15:57:03,2024-06-06 15:57:03,493,24.0,2281.0,400,264,25.0,34.0,15904,2024-06-06 15:57:10,2024.06.06,100.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,45.0,23,True,1,
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2024-06-06 14:07:06,2024-06-06 14:07:06,359,26.0,244.0,90,199,6.0,5.0,3493,2024-06-06 14:07:12,2024.06.06,100.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,12.0,18,True,1,
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2024-06-06 16:33:04,2024-05-30 19:17:40,344,27.0,162.0,56,204,,3.0,2212,2024-05-30 19:17:46,2024.05.30,100.0,A ranked list of awesome python libraries for web development. Updated weekly.,16.0,18,True,1,
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2024-06-06 14:43:04,2024-05-30 14:52:56,337,24.0,43.0,26,195,3.0,5.0,934,2024-05-30 14:53:03,2024.05.30,100.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,7.0,16,True,1,
4,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2024-06-06 15:56:54,2024-06-06 15:56:54,344,25.0,76.0,23,200,2.0,3.0,869,2024-06-06 15:56:59,2024.06.06,100.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",13.0,16,True,2,
5,best-of-mkdocs,mkdocs/catalog,,documentation,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,CC-BY-SA-4.0,2022-04-17 07:48:22,2024-06-06 18:25:31,2024-06-06 18:25:31,294,32.0,49.0,15,204,2.0,19.0,871,2023-06-29 18:48:34,2023.06.29,68.0,A list of awesome MkDocs projects and plugins.,32.0,15,True,1,
6,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2024-06-05 20:02:12,2024-06-05 20:02:12,282,26.0,51.0,15,140,9.0,,231,2024-06-05 20:02:18,2024.06.05,100.0,A ranked list of awesome open-source crypto projects. Updated weekly.,5.0,15,True,1,
7,awesome-gpts,taranjeet/awesome-gpts,['python'],data-engineering,https://github.com/taranjeet/awesome-gpts,https://github.com/taranjeet/awesome-gpts,MIT,2023-11-10 15:58:26,2024-04-21 19:47:16,2023-12-06 16:57:28,131,,82.0,17,48,3.0,43.0,1224,,,,Collection of all the GPTs created by the community.,28.0,14,True,2,
8,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2024-06-06 15:57:14,2024-06-06 15:57:14,372,24.0,77.0,14,183,1.0,2.0,696,2024-06-06 15:57:19,2024.06.06,100.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,6.0,14,True,2,
9,best-of-ml-rust,e-tornike/best-of-ml-rust,,data-engineering,https://github.com/e-tornike/best-of-ml-rust,https://github.com/e-tornike/best-of-ml-rust,CC-BY-SA-4.0,2021-02-09 10:37:33,2024-06-01 09:21:32,2024-04-26 11:03:33,180,10.0,7.0,11,118,57.0,,241,2024-04-03 10:46:59,2024.04.03,29.0,A ranked list of awesome machine learning Rust libraries.,3.0,14,True,2,
