,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2023-03-30 17:12:19,2023-03-30 17:12:18,363,30.0,1964.0,366,186,13.0,31.0,13161.0,2023-03-30 17:12:28,2023.03.30,91.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,36.0,23,True,1,
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2023-03-30 17:13:07,2023-03-30 17:13:07,232,27.0,209.0,83,134,4.0,4.0,2902.0,2023-03-30 17:13:22,2023.03.30,85.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,9.0,18,True,1,
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2023-03-30 17:11:53,2023-03-30 17:11:52,217,28.0,141.0,52,133,1.0,2.0,1847.0,2023-03-30 17:11:58,2023.03.30,83.0,A ranked list of awesome python libraries for web development. Updated weekly.,10.0,16,True,1,
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2023-03-30 17:12:36,2023-03-30 17:12:35,215,28.0,36.0,22,131,1.0,5.0,700.0,2023-03-30 17:12:45,2023.03.30,82.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,6.0,16,True,1,
4,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2023-03-30 17:12:55,2023-03-30 17:12:54,216,27.0,61.0,22,133,1.0,2.0,629.0,2023-03-30 17:13:00,2023.03.30,88.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",11.0,15,True,2,
5,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2023-03-30 17:12:04,2023-03-30 17:12:03,251,27.0,34.0,8,121,1.0,,408.0,2023-03-30 17:12:11,2023.03.30,84.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,5.0,15,True,2,
6,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2023-03-30 01:20:20,2023-03-30 01:20:20,164,41.0,20.0,8,76,5.0,,103.0,2023-03-30 01:20:27,2023.03.29,57.0,A ranked list of awesome open-source crypto projects. Updated weekly.,3.0,13,True,1,
7,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,CC-BY-SA-4.0,2021-01-09 00:40:46,2023-03-27 12:06:12,2021-05-03 18:03:14,111,,78.0,13,78,14.0,4.0,591.0,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4.0,12,False,3,
8,best-of-mkdocs,pawamoy/best-of-mkdocs,,documentation,https://github.com/pawamoy/best-of-mkdocs,https://github.com/pawamoy/best-of-mkdocs,CC-BY-SA-4.0,2022-04-17 07:48:22,2023-03-30 18:08:49,2023-03-23 22:03:35,147,12.0,8.0,6,69,1.0,2.0,188.0,2023-03-23 22:03:44,2023.03.23,53.0,A ranked list of awesome MkDocs projects and plugins.,4.0,12,True,1,
9,thumbor/awesome-thumbor,thumbor/awesome-thumbor,,others,https://github.com/thumbor/awesome-thumbor,https://github.com/thumbor/awesome-thumbor,CC-BY-SA-4.0,2022-01-23 23:37:02,2023-03-29 20:41:07,2023-03-29 20:17:21,349,89.0,3.0,3,443,2.0,,26.0,2022-01-23 23:40:03,2022.01.23,1.0,"Everything thumbor, awesomely curated & updated weekly.",4.0,12,True,1,
10,best-of-digital-gardens,lyz-code/best-of-digital-gardens,,documentation,https://github.com/lyz-code/best-of-digital-gardens,https://github.com/lyz-code/best-of-digital-gardens,CC-BY-SA-4.0,2022-04-21 16:32:43,2023-03-29 18:30:04,2023-03-29 18:30:03,437,103.0,11.0,3,22,,2.0,143.0,,,,Ranked list of awesome digital gardens / second brains.,14.0,11,True,3,
11,best-of-ps,jinningwang/best-of-ps,,others,https://github.com/jinningwang/best-of-ps,https://github.com/jinningwang/best-of-ps,CC-BY-SA-4.0,2022-11-29 16:56:33,2023-03-30 18:23:21,2023-03-21 21:59:04,139,42.0,6.0,3,59,2.0,3.0,33.0,2023-03-24 15:59:59,2023.03.23,17.0,A weekly updated ranked list of popular open-source libraries and tools for Power System Analysis.,4.0,11,True,3,
12,best-of-ml-rust,e-tornike/best-of-ml-rust,,data-engineering,https://github.com/e-tornike/best-of-ml-rust,https://github.com/e-tornike/best-of-ml-rust,CC-BY-SA-4.0,2021-02-09 10:37:33,2023-03-05 10:45:11,2023-03-05 10:45:11,139,6.0,3.0,7,101,57.0,,139.0,2023-03-01 09:31:46,2023.03.01,24.0,A ranked list of awesome machine learning Rust libraries.,2.0,10,True,3,
13,best-of-django,fkromer/best-of-django,['python'],web-dev,https://github.com/fkromer/best-of-django,https://github.com/fkromer/best-of-django,CC-BY-SA-4.0,2022-10-04 19:22:03,2023-03-02 09:54:06,2023-03-02 09:54:05,131,58.0,1.0,1,28,,,7.0,,,,A ranked list of awesome Django related Python packages.,,7,True,3,
14,best-of-scala,stkeky/best-of-scala,,programming-languages,https://github.com/stkeky/best-of-scala,https://github.com/stkeky/best-of-scala,CC-BY-SA-4.0,2023-03-13 21:28:43,2023-03-30 18:18:53,2023-03-18 23:28:28,26,26.0,,1,14,,,,2023-03-13 22:58:09,2023.03.13-22.32,1.0,A ranked list of awesome Scala libraries. Updated weekly.,2.0,6,True,3,1.0
15,best-of-ml-julia,e-tornike/best-of-ml-julia,,data-engineering,https://github.com/e-tornike/best-of-ml-julia,https://github.com/e-tornike/best-of-ml-julia,CC-BY-SA-4.0,2021-02-09 10:50:31,2021-11-15 12:28:02,2021-09-16 07:59:38,44,,1.0,2,38,,,10.0,2021-05-10 14:35:56,2021.05.10,3.0,A ranked list of awesome machine learning Julia libraries.,2.0,5,False,3,
16,best-of-fastapi,fkromer/best-of-fastapi,['python'],web-dev,https://github.com/fkromer/best-of-fastapi,https://github.com/fkromer/best-of-fastapi,CC-BY-SA-4.0,2022-11-27 14:22:10,2023-03-30 18:06:36,2023-03-24 09:12:07,48,13.0,,1,25,,,5.0,,,,List of automatically rated Python packages for FastAPI.,2.0,5,True,3,
17,best-of-vue,fkromer/best-of-vue,['javascript'],web-dev,https://github.com/fkromer/best-of-vue,https://github.com/fkromer/best-of-vue,CC-BY-SA-4.0,2022-12-03 16:39:34,2023-03-30 18:08:42,2023-03-24 09:12:02,71,16.0,,2,33,,,11.0,,,,,2.0,4,False,3,
