,name,github_id,labels,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/lukasmasuch/best-of-ml-python,https://github.com/lukasmasuch/best-of-ml-python,lukasmasuch/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2026-06-11 15:15:10,2026-03-22 08:44:47,628,1.0,3052.0,441.0,357.0,33.0,35.0,23632,2025-11-04 05:45:47,2025.10.30,100.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,57,21,True,1,
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/lukasmasuch/best-of-python,https://github.com/lukasmasuch/best-of-python,lukasmasuch/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2026-06-11 15:04:04,2026-05-22 10:18:42,446,15.0,319.0,99.0,270.0,12.0,6.0,4488,2026-05-22 10:18:49,2026.05.21,100.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,18,18,True,1,
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,,CC-BY-SA-4.0,2021-01-05 13:09:27,2026-06-11 19:26:07,2026-06-02 14:03:47,427,16.0,198.0,54.0,255.0,3.0,4.0,2727,2026-06-02 14:04:19,2026.05.28,100.0,A ranked list of awesome python libraries for web development. Updated weekly.,17,18,True,1,
3,best-of-robot-simulators,knmcguire/best-of-robot-simulators,,robot-dev,https://github.com/knmcguire/best-of-robot-simulators,https://github.com/knmcguire/best-of-robot-simulators,,CC-BY-SA-4.0,2025-04-09 08:06:08,2026-06-10 17:16:32,2026-06-10 17:16:24,210,17.0,99.0,18.0,127.0,11.0,129.0,1340,2026-06-10 17:17:35,2026.06.10,61.0,"A Best-of-list of Robot Simulators, re-generated weekly on Wednesdays.",15,17,True,1,
4,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,,CC-BY-SA-4.0,2021-01-08 14:46:24,2026-06-11 18:09:12,2026-06-02 14:03:45,417,13.0,69.0,24.0,248.0,9.0,5.0,1270,2026-06-02 14:04:06,2026.05.28,100.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,8,17,True,1,
5,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,,CC-BY-SA-4.0,2021-01-01 22:25:48,2026-06-11 18:06:26,2026-06-02 14:03:40,492,16.0,90.0,23.0,288.0,5.0,4.0,1210,2026-06-02 14:03:58,2026.05.28,100.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",14,17,True,2,
6,best-of-mkdocs,mkdocs/catalog,,documentation,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,,CC-BY-SA-4.0,2022-04-17 07:48:22,2026-06-11 20:26:42,2025-11-06 18:40:58,419,,120.0,18.0,375.0,26.0,37.0,1758,2023-06-29 18:48:34,2023.06.29,68.0,A list of awesome MkDocs projects and plugins.,63,16,True,1,
7,best-of-digital-gardens,lyz-code/best-of-digital-gardens,,documentation,https://github.com/lyz-code/best-of-digital-gardens,https://github.com/lyz-code/best-of-digital-gardens,,CC-BY-SA-4.0,2022-04-21 16:32:43,2026-06-10 20:43:40,2026-06-10 20:43:38,1644,92.0,29.0,10.0,38.0,,2.0,547,,,,Ranked list of awesome digital gardens / second brains.,24,15,True,3,
8,best-of-scala,stkeky/best-of-scala,,programming-languages,https://github.com/stkeky/best-of-scala,https://github.com/stkeky/best-of-scala,,CC-BY-SA-4.0,2023-03-13 21:28:43,2026-06-11 20:25:48,2026-06-05 08:25:45,220,11.0,26.0,10.0,210.0,3.0,9.0,291,2026-06-05 08:26:01,2026.06.04,100.0,A ranked list of awesome Scala projects. Updated weekly.,18,15,True,3,
9,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,,CC-BY-SA-4.0,2021-01-09 00:40:46,2024-06-28 01:43:05,2021-05-03 18:03:14,111,,163.0,19.0,128.0,110.0,4.0,1396,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4,13,False,2,
10,awesome-gpts,taranjeet/awesome-gpts,['python'],data-engineering,https://github.com/taranjeet/awesome-gpts,https://github.com/taranjeet/awesome-gpts,,MIT,2023-11-10 15:58:26,2024-04-21 19:47:16,2023-12-06 16:57:28,131,,96.0,15.0,49.0,4.0,43.0,1359,,,,Collection of all the GPTs created by the community.,28,13,False,2,
