,name,github_id,labels,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/lukasmasuch/best-of-ml-python,https://github.com/lukasmasuch/best-of-ml-python,lukasmasuch/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2026-04-23 14:51:17,2026-03-22 08:44:47,628,1.0,3025.0,441.0,353.0,30.0,34.0,23438,2025-11-04 05:45:47,2025.10.30,100.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,57,22,True,1,
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/lukasmasuch/best-of-python,https://github.com/lukasmasuch/best-of-python,lukasmasuch/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2026-04-23 14:19:45,2026-04-23 14:19:44,444,22.0,311.0,99.0,258.0,10.0,6.0,4432,2026-04-23 14:19:51,2026.04.23,100.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,18,18,True,1,
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,,CC-BY-SA-4.0,2021-01-05 13:09:27,2026-04-23 17:06:10,2026-04-09 17:48:38,421,22.0,197.0,55.0,246.0,,4.0,2710,2026-04-09 17:48:44,2026.04.09,100.0,A ranked list of awesome python libraries for web development. Updated weekly.,17,18,True,1,
3,best-of-robot-simulators,knmcguire/best-of-robot-simulators,,robot-dev,https://github.com/knmcguire/best-of-robot-simulators,https://github.com/knmcguire/best-of-robot-simulators,,CC-BY-SA-4.0,2025-04-09 08:06:08,2026-04-22 15:47:30,2026-04-22 15:47:27,199,14.0,88.0,17.0,116.0,17.0,121.0,1254,2026-04-22 15:47:42,2026.04.22,55.0,"A Best-of-list of Robot Simulators, re-generated weekly on Wednesdays.",12,17,True,1,
4,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,,CC-BY-SA-4.0,2021-01-08 14:46:24,2026-04-23 15:50:46,2026-04-09 16:19:55,411,19.0,66.0,24.0,240.0,7.0,5.0,1251,2026-04-09 16:21:18,2026.03.26,100.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,8,17,True,1,
5,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,,CC-BY-SA-4.0,2021-01-01 22:25:48,2026-04-23 16:49:33,2026-04-23 16:49:31,488,19.0,88.0,23.0,280.0,1.0,4.0,1201,2026-04-23 16:49:36,2026.04.23,100.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",14,17,True,2,
6,best-of-mkdocs,mkdocs/catalog,,documentation,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,,CC-BY-SA-4.0,2022-04-17 07:48:22,2026-04-23 19:14:02,2025-11-06 18:40:58,419,,120.0,18.0,366.0,1.0,37.0,1732,2023-06-29 18:48:34,2023.06.29,68.0,A list of awesome MkDocs projects and plugins.,63,16,True,1,
7,best-of-digital-gardens,lyz-code/best-of-digital-gardens,,documentation,https://github.com/lyz-code/best-of-digital-gardens,https://github.com/lyz-code/best-of-digital-gardens,,CC-BY-SA-4.0,2022-04-21 16:32:43,2026-04-22 19:26:53,2026-04-22 19:26:52,1595,97.0,29.0,9.0,38.0,,2.0,530,,,,Ranked list of awesome digital gardens / second brains.,24,15,True,3,
8,best-of-scala,stkeky/best-of-scala,,programming-languages,https://github.com/stkeky/best-of-scala,https://github.com/stkeky/best-of-scala,,CC-BY-SA-4.0,2023-03-13 21:28:43,2026-04-23 19:16:15,2026-04-17 09:54:20,214,11.0,26.0,10.0,203.0,3.0,9.0,288,2026-04-17 09:54:33,2026.04.16,100.0,A ranked list of awesome Scala projects. Updated weekly.,18,15,True,3,
9,best-of-mcp-servers,tolkonepiu/best-of-mcp-servers,,data-engineering,https://github.com/tolkonepiu/best-of-mcp-servers,https://github.com/tolkonepiu/best-of-mcp-servers,,CC-BY-SA-4.0,2025-08-01 20:32:12,2026-04-22 02:38:31,2026-04-22 02:38:19,152,51.0,53.0,,119.0,18.0,8.0,70,2026-04-22 01:23:43,2026.04.22,37.0,A ranked list of MCP servers. Updated weekly.,6,15,True,2,2.0
10,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,,CC-BY-SA-4.0,2021-01-09 00:40:46,2024-06-28 01:43:05,2021-05-03 18:03:14,111,,162.0,20.0,128.0,14.0,4.0,1380,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4,13,False,3,
11,awesome-gpts,taranjeet/awesome-gpts,['python'],data-engineering,https://github.com/taranjeet/awesome-gpts,https://github.com/taranjeet/awesome-gpts,,MIT,2023-11-10 15:58:26,2024-04-21 19:47:16,2023-12-06 16:57:28,131,,96.0,15.0,49.0,4.0,43.0,1355,,,,Collection of all the GPTs created by the community.,28,13,False,3,
12,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/lukasmasuch/best-of-crypto,https://github.com/lukasmasuch/best-of-crypto,,CC-BY-SA-4.0,2022-01-08 21:25:33,2024-07-12 09:36:46,2024-06-05 20:02:12,282,,112.0,24.0,149.0,11.0,,540,2024-06-05 20:02:18,2024.06.05,100.0,A ranked list of awesome open-source crypto projects. Updated weekly.,5,13,False,1,
