,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2023-01-26 15:24:32,2023-01-19 16:13:53,342,24.0,1908.0,353,178,12.0,31.0,12522,2023-01-19 16:14:00,2023.01.19,81.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,35.0,23,True,1
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2023-01-26 13:46:31,2023-01-19 16:07:05,212,20.0,204.0,84,123,2.0,4.0,2783,2023-01-19 16:07:11,2023.01.19,75.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,9.0,18,True,1
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2023-01-26 16:38:59,2023-01-19 17:35:03,196,22.0,135.0,52,123,,2.0,1792,2023-01-19 17:35:11,2023.01.19,73.0,A ranked list of awesome python libraries for web development. Updated weekly.,9.0,16,True,1
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2023-01-26 14:47:24,2023-01-19 16:14:14,194,22.0,36.0,21,120,1.0,5.0,662,2023-01-19 16:14:23,2023.01.19,72.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,5.0,16,True,1
4,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2023-01-26 15:34:41,2023-01-19 16:13:48,231,22.0,29.0,8,112,1.0,,379,2023-01-19 16:14:08,2023.01.19,74.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,5.0,15,True,2
5,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2023-01-26 14:37:49,2023-01-19 16:14:31,196,22.0,60.0,20,123,,2.0,589,2023-01-19 16:14:38,2023.01.19,79.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",10.0,14,True,2
6,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,CC-BY-SA-4.0,2021-01-09 00:40:46,2023-01-23 12:06:12,2021-05-03 18:03:14,111,,75.0,12,69,14.0,4.0,536,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4.0,12,False,3
7,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2023-01-25 19:10:23,2023-01-22 23:34:56,140,32.0,19.0,8,66,1.0,,88,2023-01-18 22:58:15,2023.01.18,47.0,A ranked list of awesome open-source crypto projects. Updated weekly.,3.0,12,True,1
8,best-of-mkdocs,pawamoy/best-of-mkdocs,,documentation,https://github.com/pawamoy/best-of-mkdocs,https://github.com/pawamoy/best-of-mkdocs,CC-BY-SA-4.0,2022-04-17 07:48:22,2023-01-26 18:08:50,2023-01-19 19:07:05,138,12.0,3.0,5,60,1.0,2.0,126,2023-01-19 19:07:15,2023.01.19,44.0,A ranked list of awesome MkDocs projects and plugins.,4.0,11,True,1
9,best-of-digital-gardens,lyz-code/best-of-digital-gardens,,documentation,https://github.com/lyz-code/best-of-digital-gardens,https://github.com/lyz-code/best-of-digital-gardens,CC-BY-SA-4.0,2022-04-21 16:32:43,2023-01-25 18:24:49,2023-01-25 18:24:48,369,100.0,10.0,2,21,,2.0,107,,,,Ranked list of awesome digital gardens / second brains.,13.0,10,True,3
