,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2023-08-17 15:08:50,2023-08-17 15:08:49,410,32.0,2050.0,378,215,16.0,32.0,14181,2023-08-17 15:08:55,2023.08.17,100.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,41.0,23,True,1,
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2023-08-17 13:35:45,2023-08-17 13:35:45,274,27.0,215.0,88,156,4.0,4.0,3095,2023-08-17 13:35:52,2023.08.17,100.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,11.0,18,True,1,
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2023-08-17 16:23:52,2023-08-17 16:23:51,259,28.0,151.0,51,155,1.0,2.0,1981,2023-08-17 16:23:56,2023.08.17,100.0,A ranked list of awesome python libraries for web development. Updated weekly.,12.0,17,True,1,
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2023-08-17 14:33:26,2023-08-17 14:33:25,257,26.0,40.0,24,153,3.0,5.0,767,2023-08-17 14:33:32,2023.08.17,100.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,7.0,16,True,1,
4,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2023-08-17 14:33:13,2023-08-17 14:33:12,256,26.0,65.0,23,153,1.0,2.0,706,2023-08-17 14:33:19,2023.08.17,100.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",11.0,15,True,2,
5,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2023-08-17 15:25:43,2023-08-17 15:25:42,290,24.0,43.0,9,141,,1.0,482,2023-08-17 15:25:48,2023.08.17,100.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,6.0,14,True,2,-1.0
6,best-of-mkdocs,mkdocs/catalog,,documentation,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,CC-BY-SA-4.0,2022-04-17 07:48:22,2023-08-17 18:20:07,2023-08-10 18:31:31,193,28.0,17.0,11,109,4.0,6.0,395,2023-06-29 18:48:34,2023.06.29,68.0,A list of awesome MkDocs projects and plugins.,11.0,14,True,1,
7,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2023-08-16 19:19:06,2023-08-16 19:19:06,203,26.0,24.0,11,96,5.0,,133,2023-08-16 19:19:11,2023.08.16,75.0,A ranked list of awesome open-source crypto projects. Updated weekly.,4.0,14,True,1,
8,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,CC-BY-SA-4.0,2021-01-09 00:40:46,2023-08-14 12:05:55,2021-05-03 18:03:14,111,,94.0,13,98,56.0,4.0,710,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4.0,12,False,3,
9,best-of-digital-gardens,lyz-code/best-of-digital-gardens,,documentation,https://github.com/lyz-code/best-of-digital-gardens,https://github.com/lyz-code/best-of-digital-gardens,CC-BY-SA-4.0,2022-04-21 16:32:43,2023-08-16 18:22:40,2023-08-16 18:22:40,576,89.0,14.0,4,22,,2.0,199,,,,Ranked list of awesome digital gardens / second brains.,14.0,12,True,3,
