,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2022-08-18 17:02:54,2022-08-12 16:02:39,295,42.0,1719.0,339,151,2.0,30.0,11420,2022-08-11 16:05:53,2022.08.11,59.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,34,23,True,1
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2022-08-18 15:48:34,2022-08-18 15:48:34,172,34.0,172.0,75,100,1.0,4.0,2382,2022-08-18 15:48:40,2022.08.18,55.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,9,18,True,1
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2022-08-18 17:01:49,2022-08-11 17:31:20,151,23.0,124.0,47,98,,2.0,1626,2022-08-11 17:31:25,2022.08.11,51.0,A ranked list of awesome python libraries for web development. Updated weekly.,8,16,True,1
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2022-08-18 15:48:54,2022-08-18 15:48:53,151,27.0,30.0,19,96,1.0,5.0,550,2022-08-18 15:48:58,2022.08.18,51.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,4,15,True,1
4,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2022-08-18 15:48:45,2022-08-18 15:48:44,153,27.0,51.0,19,100,6.0,2.0,500,2022-08-18 15:48:50,2022.08.18,58.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",9,14,True,2
5,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2022-08-18 15:49:03,2022-08-18 15:49:03,186,27.0,17.0,4,86,,,119,2022-08-18 15:49:08,2022.08.18,53.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,2,12,True,3
6,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2022-08-18 15:49:11,2022-08-18 15:49:11,88,23.0,13.0,5,39,,,50,2022-08-18 15:49:16,2022.08.17,27.0,A ranked list of awesome open-source crypto projects. Updated weekly.,3,12,True,1
7,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,CC-BY-SA-4.0,2021-01-09 00:40:46,2022-01-04 15:29:32,2021-05-03 18:03:14,111,,53.0,12,48,14.0,4.0,451,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4,11,False,3
8,best-of-mkdocs,pawamoy/best-of-mkdocs,,documentation,https://github.com/pawamoy/best-of-mkdocs,https://github.com/pawamoy/best-of-mkdocs,CC-BY-SA-4.0,2022-04-17 07:48:22,2022-08-18 18:11:59,2022-08-18 18:11:59,108,45.0,,3,35,,,34,2022-08-18 18:12:07,2022.08.18,22.0,A ranked list of awesome MkDocs projects and plugins.,1,10,True,1
9,best-of-digital-gardens,lyz-code/best-of-digital-gardens,,documentation,https://github.com/lyz-code/best-of-digital-gardens,https://github.com/lyz-code/best-of-digital-gardens,CC-BY-SA-4.0,2022-04-21 16:32:43,2022-08-17 18:32:03,2022-08-17 18:32:02,194,102.0,7.0,2,17,,1.0,67,,,,Ranked list of awesome digital gardens / second brains.,9,9,True,3
