,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2022-09-29 17:11:54,2022-09-29 17:11:53,310,32.0,1751,341,158,4.0,30.0,11665,2022-09-29 17:12:01,2022.09.29,66.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,35,23,True,1,
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2022-09-29 17:12:39,2022-09-29 17:12:39,184,26.0,176,78,108,2.0,4.0,2490,2022-09-29 17:12:45,2022.09.29,61.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,9,18,True,1,
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2022-09-29 17:09:02,2022-09-29 17:09:02,166,27.0,127,48,106,,2.0,1675,2022-09-29 17:09:07,2022.09.29,58.0,A ranked list of awesome python libraries for web development. Updated weekly.,9,16,True,1,
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2022-09-29 17:12:30,2022-09-29 17:12:29,164,27.0,31,20,104,2.0,5.0,590,2022-09-29 17:12:35,2022.09.29,57.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,5,15,True,1,
4,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2022-09-29 17:13:02,2022-09-29 17:13:02,201,30.0,21,7,95,,,264,2022-09-29 17:12:12,2022.09.29,59.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,5,15,True,3,3.0
5,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2022-09-29 17:12:19,2022-09-29 17:12:18,165,26.0,53,20,105,6.0,2.0,527,2022-09-29 17:12:24,2022.09.29,64.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",9,14,True,2,
6,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,CC-BY-SA-4.0,2021-01-09 00:40:46,2022-09-26 12:25:30,2021-05-03 18:03:14,111,,58,12,51,14.0,4.0,473,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4,12,False,3,
7,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2022-09-28 22:40:37,2022-09-28 22:40:37,100,25.0,13,6,45,,,59,2022-09-28 22:40:44,2022.09.28,32.0,A ranked list of awesome open-source crypto projects. Updated weekly.,3,12,True,1,
8,best-of-mkdocs,pawamoy/best-of-mkdocs,,documentation,https://github.com/pawamoy/best-of-mkdocs,https://github.com/pawamoy/best-of-mkdocs,CC-BY-SA-4.0,2022-04-17 07:48:22,2022-09-29 18:27:31,2022-09-29 18:27:31,122,28.0,3,4,43,1.0,2.0,56,2022-09-29 18:27:40,2022.09.29,28.0,A ranked list of awesome MkDocs projects and plugins.,4,10,True,1,2.0
9,thumbor/awesome-thumbor,thumbor/awesome-thumbor,,others,https://github.com/thumbor/awesome-thumbor,https://github.com/thumbor/awesome-thumbor,CC-BY-SA-4.0,2022-01-23 23:37:02,2022-09-28 21:56:45,2022-09-28 20:23:07,168,80.0,3,2,262,,,15,2022-01-23 23:40:03,2022.01.23,1.0,"Everything thumbor, awesomely curated & updated weekly.",4,10,True,1,
