,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2022-08-11 16:05:47,2022-08-11 16:05:46,292,41.0,1710.0,338,148,2.0,30.0,11372,2022-08-11 16:05:53,2022.08.11,59.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,33.0,23,True,1,
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2022-08-11 14:26:33,2022-08-11 14:26:33,170,34.0,172.0,75,99,1.0,4.0,2359,2022-08-11 14:26:43,2022.08.11,54.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,9.0,18,True,1,
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2022-08-11 17:31:20,2022-08-11 17:31:20,151,25.0,124.0,47,97,,2.0,1616,2022-08-11 17:31:25,2022.08.11,51.0,A ranked list of awesome python libraries for web development. Updated weekly.,8.0,16,True,1,
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2022-08-11 16:05:25,2022-08-11 16:05:24,149,27.0,30.0,18,95,1.0,5.0,540,2022-08-11 16:05:31,2022.08.11,50.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,4.0,15,True,1,1.0
4,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2022-08-11 16:05:35,2022-08-11 16:05:34,151,27.0,49.0,19,98,6.0,2.0,497,2022-08-11 16:05:41,2022.08.11,57.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",9.0,14,True,2,
5,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2022-08-11 16:05:59,2022-08-11 16:05:58,184,27.0,16.0,4,85,,,116,2022-08-11 16:06:04,2022.08.11,52.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,2.0,12,True,3,
6,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2022-08-10 19:27:52,2022-08-10 19:27:52,86,23.0,12.0,5,38,,,47,2022-08-10 19:28:01,2022.08.10,26.0,A ranked list of awesome open-source crypto projects. Updated weekly.,3.0,12,True,1,
7,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,CC-BY-SA-4.0,2021-01-09 00:40:46,2022-01-04 15:29:32,2021-05-03 18:03:14,111,,53.0,12,48,14.0,4.0,448,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4.0,11,False,3,
8,best-of-mkdocs,pawamoy/best-of-mkdocs,,documentation,https://github.com/pawamoy/best-of-mkdocs,https://github.com/pawamoy/best-of-mkdocs,CC-BY-SA-4.0,2022-04-17 07:48:22,2022-08-11 18:17:40,2022-08-11 18:17:40,106,45.0,,2,34,,,31,2022-08-04 20:48:42,2022.08.04,20.0,A ranked list of awesome MkDocs projects and plugins.,,10,True,1,
9,best-of-digital-gardens,lyz-code/best-of-digital-gardens,,documentation,https://github.com/lyz-code/best-of-digital-gardens,https://github.com/lyz-code/best-of-digital-gardens,CC-BY-SA-4.0,2022-04-21 16:32:43,2022-08-10 18:31:01,2022-08-10 18:31:00,187,99.0,7.0,2,17,,1.0,65,,,,Ranked list of awesome digital gardens / second brains.,9.0,9,True,3,
10,thumbor/awesome-thumbor,thumbor/awesome-thumbor,,others,https://github.com/thumbor/awesome-thumbor,https://github.com/thumbor/awesome-thumbor,CC-BY-SA-4.0,2022-01-23 23:37:02,2022-08-10 20:20:41,2022-08-09 20:20:30,118,63.0,3.0,2,213,,,11,2022-01-23 23:40:03,2022.01.23,1.0,"Everything thumbor, awesomely curated & updated weekly.",4.0,9,True,1,
11,best-of-ml-rust,e-tornike/best-of-ml-rust,,data-engineering,https://github.com/e-tornike/best-of-ml-rust,https://github.com/e-tornike/best-of-ml-rust,CC-BY-SA-4.0,2021-02-09 10:37:33,2022-08-08 12:46:59,2022-01-24 19:09:18,130,,1.0,9,81,,,92,2021-10-04 12:57:04,2021.10.04,23.0,A ranked list of awesome machine learning Rust libraries.,2.0,8,True,3,
12,best-of-ml-julia,e-tornike/best-of-ml-julia,,data-engineering,https://github.com/e-tornike/best-of-ml-julia,https://github.com/e-tornike/best-of-ml-julia,CC-BY-SA-4.0,2021-02-09 10:50:31,2021-11-15 12:28:02,2021-09-16 07:59:38,44,,1.0,2,38,,,8,2021-05-10 14:35:56,2021.05.10,3.0,A ranked list of awesome machine learning Julia libraries.,2.0,5,True,3,
