,name,github_id,labels,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/lukasmasuch/best-of-ml-python,https://github.com/lukasmasuch/best-of-ml-python,lukasmasuch/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2026-05-21 15:11:53,2026-03-22 08:44:47,628,1.0,3026.0,440.0,356.0,33.0,35.0,23490,2025-11-04 05:45:47,2025.10.30,100.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,57,21,True,1,-1.0
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/lukasmasuch/best-of-python,https://github.com/lukasmasuch/best-of-python,lukasmasuch/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2026-05-21 14:47:51,2026-04-23 14:19:44,444,18.0,316.0,99.0,267.0,12.0,6.0,4470,2026-04-23 14:19:51,2026.04.23,100.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,18,18,True,1,
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,,CC-BY-SA-4.0,2021-01-05 13:09:27,2026-05-21 19:05:29,2026-05-01 07:51:08,423,18.0,197.0,54.0,251.0,3.0,4.0,2720,2026-05-01 07:51:12,2026.04.30,100.0,A ranked list of awesome python libraries for web development. Updated weekly.,17,18,True,1,
3,best-of-robot-simulators,knmcguire/best-of-robot-simulators,,robot-dev,https://github.com/knmcguire/best-of-robot-simulators,https://github.com/knmcguire/best-of-robot-simulators,,CC-BY-SA-4.0,2025-04-09 08:06:08,2026-05-20 13:57:13,2026-05-20 13:57:08,206,16.0,96.0,18.0,123.0,13.0,127.0,1327,2026-05-20 13:58:02,2026.05.20,58.0,"A Best-of-list of Robot Simulators, re-generated weekly on Wednesdays.",14,17,True,1,
4,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,,CC-BY-SA-4.0,2021-01-08 14:46:24,2026-05-21 17:23:51,2026-05-01 07:51:20,413,13.0,69.0,24.0,244.0,8.0,5.0,1263,2026-05-01 07:51:24,2026.04.30,100.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,8,17,True,1,
5,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,,CC-BY-SA-4.0,2021-01-01 22:25:48,2026-05-21 17:18:07,2026-05-01 07:51:29,490,18.0,90.0,23.0,285.0,5.0,4.0,1206,2026-05-01 07:51:34,2026.04.30,100.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",14,17,True,2,
6,best-of-mkdocs,mkdocs/catalog,,documentation,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,,CC-BY-SA-4.0,2022-04-17 07:48:22,2026-05-21 19:59:59,2025-11-06 18:40:58,419,,120.0,18.0,372.0,26.0,37.0,1746,2023-06-29 18:48:34,2023.06.29,68.0,A list of awesome MkDocs projects and plugins.,63,16,True,1,
7,best-of-digital-gardens,lyz-code/best-of-digital-gardens,,documentation,https://github.com/lyz-code/best-of-digital-gardens,https://github.com/lyz-code/best-of-digital-gardens,,CC-BY-SA-4.0,2022-04-21 16:32:43,2026-05-20 20:28:14,2026-05-20 20:28:13,1623,95.0,29.0,10.0,38.0,,2.0,539,,,,Ranked list of awesome digital gardens / second brains.,24,15,True,3,
8,best-of-scala,stkeky/best-of-scala,,programming-languages,https://github.com/stkeky/best-of-scala,https://github.com/stkeky/best-of-scala,,CC-BY-SA-4.0,2023-03-13 21:28:43,2026-05-21 19:57:19,2026-05-15 09:23:05,218,12.0,26.0,10.0,207.0,3.0,9.0,289,2026-05-15 09:23:16,2026.05.14,100.0,A ranked list of awesome Scala projects. Updated weekly.,18,15,True,3,
9,best-of-mcp-servers,tolkonepiu/best-of-mcp-servers,,data-engineering,https://github.com/tolkonepiu/best-of-mcp-servers,https://github.com/tolkonepiu/best-of-mcp-servers,,CC-BY-SA-4.0,2025-08-01 20:32:12,2026-05-20 07:46:47,2026-05-20 07:46:44,160,41.0,86.0,,158.0,25.0,9.0,80,2026-05-20 07:46:55,2026.05.20,41.0,A ranked list of MCP servers. Updated weekly.,7,14,True,2,-1.0
