,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2022-10-06 16:56:07,2022-10-06 16:56:06,312,32.0,1750,340,159,4.0,30.0,11688,2022-10-06 16:56:13,2022.10.06,67.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,35,23,True,1,
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2022-10-06 16:55:18,2022-10-06 16:55:16,186,26.0,176,78,109,2.0,4.0,2502,2022-10-06 16:55:22,2022.10.06,62.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,9,18,True,1,
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2022-10-06 16:56:19,2022-10-06 16:56:18,168,27.0,128,48,107,,2.0,1682,2022-10-06 16:56:23,2022.10.06,59.0,A ranked list of awesome python libraries for web development. Updated weekly.,9,16,True,1,
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2022-10-06 16:55:27,2022-10-06 16:55:26,166,27.0,31,20,105,2.0,5.0,590,2022-10-06 16:55:33,2022.10.06,58.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,5,15,True,1,
4,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2022-10-06 16:55:53,2022-10-06 16:55:52,203,30.0,23,7,96,,,299,2022-10-06 16:55:58,2022.10.06,60.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,5,15,True,3,
5,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2022-10-06 16:55:37,2022-10-06 16:55:36,167,26.0,53,20,106,6.0,2.0,529,2022-10-06 16:55:43,2022.10.06,65.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",9,14,True,2,
6,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,CC-BY-SA-4.0,2021-01-09 00:40:46,2022-10-03 12:31:05,2021-05-03 18:03:14,111,,61,12,52,14.0,4.0,477,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4,12,False,3,
7,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2022-10-05 21:39:57,2022-10-05 21:39:57,102,25.0,13,6,46,,,60,2022-10-05 21:40:05,2022.10.05,33.0,A ranked list of awesome open-source crypto projects. Updated weekly.,3,12,True,1,
8,best-of-mkdocs,pawamoy/best-of-mkdocs,,documentation,https://github.com/pawamoy/best-of-mkdocs,https://github.com/pawamoy/best-of-mkdocs,CC-BY-SA-4.0,2022-04-17 07:48:22,2022-10-06 18:38:48,2022-10-06 18:38:48,123,27.0,3,4,44,1.0,2.0,58,2022-10-06 18:38:58,2022.10.06,29.0,A ranked list of awesome MkDocs projects and plugins.,4,11,True,1,1.0
9,best-of-digital-gardens,lyz-code/best-of-digital-gardens,,documentation,https://github.com/lyz-code/best-of-digital-gardens,https://github.com/lyz-code/best-of-digital-gardens,CC-BY-SA-4.0,2022-04-21 16:32:43,2022-10-05 18:44:59,2022-10-05 18:44:58,246,99.0,8,2,18,,1.0,74,,,,Ranked list of awesome digital gardens / second brains.,10,10,True,3,1.0
