,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2023-11-30 16:05:11,2023-11-30 16:05:10,442,27.0,2101.0,383,234,17.0,33.0,14690.0,2023-11-30 16:05:19,2023.11.30,100.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,44.0,24,True,1,
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2023-11-30 16:04:39,2023-11-30 16:04:38,305,27.0,222.0,87,172,4.0,4.0,3236.0,2023-11-30 16:04:44,2023.11.30,100.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,12.0,19,True,1,
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2023-11-30 16:29:34,2023-11-30 16:29:33,288,25.0,152.0,51,172,1.0,2.0,2068.0,2023-11-30 16:29:39,2023.11.30,100.0,A ranked list of awesome python libraries for web development. Updated weekly.,13.0,18,True,1,
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2023-11-30 16:04:50,2023-11-30 16:04:49,285,24.0,40.0,24,168,3.0,5.0,840.0,2023-11-30 16:04:55,2023.11.30,100.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,7.0,17,True,1,
4,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2023-11-30 16:05:00,2023-11-30 16:04:59,288,28.0,69.0,25,170,1.0,3.0,752.0,2023-11-30 16:05:06,2023.11.30,100.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",13.0,17,True,2,
5,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2023-11-29 19:19:57,2023-11-29 19:19:57,232,25.0,32.0,15,112,5.0,,159.0,2023-11-29 19:20:04,2023.11.29,90.0,A ranked list of awesome open-source crypto projects. Updated weekly.,5.0,16,True,1,
6,best-of-mkdocs,mkdocs/catalog,,documentation,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,CC-BY-SA-4.0,2022-04-17 07:48:22,2023-11-30 18:21:25,2023-11-23 18:42:23,232,33.0,31.0,11,147,5.0,11.0,551.0,2023-06-29 18:48:34,2023.06.29,68.0,A list of awesome MkDocs projects and plugins.,19.0,15,True,1,
7,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2023-11-30 16:05:24,2023-11-30 16:05:23,320,26.0,50.0,11,156,1.0,1.0,523.0,2023-11-30 16:05:29,2023.11.30,100.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,6.0,15,True,2,
8,awesome-gpts,taranjeet/awesome-gpts,['python'],data-engineering,https://github.com/taranjeet/awesome-gpts,https://github.com/taranjeet/awesome-gpts,MIT,2023-11-10 15:58:26,2023-11-28 16:59:10,2023-11-28 14:44:41,129,129.0,62.0,13,45,1.0,43.0,1015.0,,,,Collection of all the GPTs created by the community.,27.0,14,True,2,
9,best-of-scala,stkeky/best-of-scala,,programming-languages,https://github.com/stkeky/best-of-scala,https://github.com/stkeky/best-of-scala,CC-BY-SA-4.0,2023-03-13 21:28:43,2023-11-30 18:20:07,2023-11-28 09:23:08,96,19.0,14.0,10,76,3.0,9.0,189.0,2023-11-23 19:11:38,2023.11.23,19.0,A ranked list of awesome Scala projects. Updated weekly.,11.0,14,True,3,
10,best-of-digital-identity,jruizaranguren/best-of-digital-identity,,internet,https://github.com/jruizaranguren/best-of-digital-identity,https://github.com/jruizaranguren/best-of-digital-identity,CC-BY-SA-4.0,2023-04-12 09:58:39,2023-11-30 18:19:26,2023-11-27 17:40:49,188,34.0,4.0,7,73,,,33.0,2023-11-27 16:58:48,2023.11.23,13.0,A ranked list of awesome Digital Identity open source projects.,3.0,14,True,1,
11,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,CC-BY-SA-4.0,2021-01-09 00:40:46,2023-11-27 12:05:58,2021-05-03 18:03:14,111,,105.0,15,113,56.0,4.0,784.0,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4.0,12,False,3,
12,best-of-digital-gardens,lyz-code/best-of-digital-gardens,,documentation,https://github.com/lyz-code/best-of-digital-gardens,https://github.com/lyz-code/best-of-digital-gardens,CC-BY-SA-4.0,2022-04-21 16:32:43,2023-11-29 18:27:12,2023-11-29 18:26:29,681,89.0,14.0,7,22,,2.0,250.0,,,,Ranked list of awesome digital gardens / second brains.,14.0,12,True,3,
13,best-of-ml-rust,e-tornike/best-of-ml-rust,,data-engineering,https://github.com/e-tornike/best-of-ml-rust,https://github.com/e-tornike/best-of-ml-rust,CC-BY-SA-4.0,2021-02-09 10:37:33,2023-11-01 09:19:05,2023-08-08 15:01:12,156,,3.0,10,109,57.0,,188.0,2023-08-07 11:50:42,2023.08.01,26.0,A ranked list of awesome machine learning Rust libraries.,2.0,12,True,3,
14,thumbor/awesome-thumbor,thumbor/awesome-thumbor,,others,https://github.com/thumbor/awesome-thumbor,https://github.com/thumbor/awesome-thumbor,CC-BY-SA-4.0,2022-01-23 23:37:02,2023-11-29 23:17:40,2023-11-29 20:16:30,593,89.0,4.0,5,687,2.0,,38.0,2022-01-23 23:40:03,2022.01.23,1.0,"Everything thumbor, awesomely curated & updated weekly.",4.0,12,True,1,
15,best-of-ps,jinningwang/best-of-ps,,others,https://github.com/jinningwang/best-of-ps,https://github.com/jinningwang/best-of-ps,CC-BY-SA-4.0,2022-11-29 16:56:33,2023-11-30 18:23:08,2023-03-21 21:59:04,139,,11.0,3,59,2.0,3.0,75.0,2023-06-16 19:44:02,2023.06.15,29.0,A weekly updated ranked list of popular open-source libraries and tools for Power System Analysis.,4.0,11,True,3,
16,best-of-django,fkromer/best-of-django,['python'],web-dev,https://github.com/fkromer/best-of-django,https://github.com/fkromer/best-of-django,CC-BY-SA-4.0,2022-10-04 19:22:03,2023-11-01 18:30:20,2023-11-01 18:30:19,207,27.0,,1,41,,,1.0,,,,A ranked list of awesome Django related Python packages.,,7,True,3,3.0
