,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2024-01-04 16:38:16,2024-01-04 16:38:16,452,24.0,2135.0,383,239,18.0,33.0,14934.0,2024-01-04 16:38:24,2024.01.04,100.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,44.0,23,True,1,-1.0
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2024-01-04 14:11:26,2024-01-04 14:11:26,315,27.0,221.0,88,177,4.0,5.0,3267.0,2024-01-04 14:11:33,2024.01.04,100.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,12.0,18,True,1,-1.0
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2024-01-04 16:59:33,2024-01-04 16:59:32,297,26.0,156.0,51,177,,3.0,2095.0,2024-01-04 16:59:39,2024.01.04,100.0,A ranked list of awesome python libraries for web development. Updated weekly.,14.0,18,True,1,-1.0
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2024-01-04 16:38:07,2024-01-04 16:38:06,295,24.0,41.0,24,173,3.0,5.0,858.0,2024-01-04 16:38:12,2024.01.04,100.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,7.0,16,True,1,-1.0
4,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2024-01-04 16:37:58,2024-01-04 16:37:57,299,28.0,69.0,24,176,1.0,3.0,769.0,2024-01-04 16:38:02,2024.01.04,100.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",13.0,16,True,2,-1.0
5,awesome-gpts,taranjeet/awesome-gpts,['python'],data-engineering,https://github.com/taranjeet/awesome-gpts,https://github.com/taranjeet/awesome-gpts,MIT,2023-11-10 15:58:26,2024-01-03 10:28:09,2023-12-06 16:57:28,131,131.0,70.0,17,47,1.0,43.0,1114.0,,,,Collection of all the GPTs created by the community.,28.0,15,True,2,
6,best-of-mkdocs,mkdocs/catalog,,documentation,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,CC-BY-SA-4.0,2022-04-17 07:48:22,2024-01-04 18:21:59,2023-12-21 18:41:23,242,29.0,35.0,12,162,4.0,13.0,618.0,2023-06-29 18:48:34,2023.06.29,68.0,A list of awesome MkDocs projects and plugins.,22.0,15,True,1,
7,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2024-01-03 21:49:29,2024-01-03 21:49:28,240,23.0,34.0,15,117,5.0,,173.0,2024-01-03 21:49:36,2024.01.03,94.0,A ranked list of awesome open-source crypto projects. Updated weekly.,5.0,15,True,1,
8,best-of-digital-identity,jruizaranguren/best-of-digital-identity,,internet,https://github.com/jruizaranguren/best-of-digital-identity,https://github.com/jruizaranguren/best-of-digital-identity,CC-BY-SA-4.0,2023-04-12 09:58:39,2024-01-04 18:19:59,2024-01-03 10:06:28,206,52.0,4.0,8,78,,,36.0,2024-01-03 08:47:24,2023.12.28,17.0,A ranked list of awesome Digital Identity open source projects.,3.0,15,True,1,
9,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2024-01-04 16:38:39,2024-01-04 16:38:38,330,26.0,52.0,11,161,1.0,1.0,537.0,2024-01-04 16:38:43,2024.01.04,100.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,6.0,14,True,2,
