,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2023-04-13 15:24:48,2023-04-08 18:43:08,365,25.0,2000.0,371,188,15.0,31.0,13398,2023-04-08 18:43:14,2023.04.06,92.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,36.0,23,True,1,
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2023-04-13 13:36:39,2023-04-06 14:00:08,234,24.0,209.0,83,136,4.0,4.0,2930,2023-03-30 17:13:22,2023.03.30,85.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,9.0,18,True,1,
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2023-04-13 16:32:37,2023-04-08 18:42:46,219,25.0,142.0,52,135,1.0,2.0,1858,2023-04-08 18:42:53,2023.04.06,84.0,A ranked list of awesome python libraries for web development. Updated weekly.,10.0,16,True,1,
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2023-04-13 14:43:12,2023-04-06 15:07:56,217,25.0,38.0,22,133,1.0,5.0,705,2023-04-06 15:08:06,2023.04.06,83.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,6.0,16,True,1,
4,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2023-04-13 14:45:15,2023-04-06 15:08:40,218,24.0,61.0,22,135,1.0,2.0,637,2023-04-06 15:08:49,2023.04.06,89.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",11.0,15,True,2,
5,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2023-04-13 15:35:07,2023-04-08 18:42:34,253,24.0,34.0,8,123,1.0,,416,2023-04-08 18:42:41,2023.04.06,85.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,5.0,15,True,2,
6,best-of-mkdocs,pawamoy/best-of-mkdocs,,documentation,https://github.com/pawamoy/best-of-mkdocs,https://github.com/pawamoy/best-of-mkdocs,CC-BY-SA-4.0,2022-04-17 07:48:22,2023-04-13 18:08:45,2023-04-06 20:00:00,149,12.0,8.0,6,71,1.0,2.0,195,2023-04-06 20:00:07,2023.04.06,55.0,A ranked list of awesome MkDocs projects and plugins.,4.0,13,True,1,1.0
7,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2023-04-12 22:04:22,2023-04-12 22:04:22,168,40.0,20.0,9,78,5.0,,106,2023-04-12 22:04:31,2023.04.12,59.0,A ranked list of awesome open-source crypto projects. Updated weekly.,3.0,13,True,1,
8,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,CC-BY-SA-4.0,2021-01-09 00:40:46,2023-04-10 12:05:49,2021-05-03 18:03:14,111,,80.0,13,80,14.0,4.0,600,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4.0,12,False,3,
9,best-of-digital-gardens,lyz-code/best-of-digital-gardens,,documentation,https://github.com/lyz-code/best-of-digital-gardens,https://github.com/lyz-code/best-of-digital-gardens,CC-BY-SA-4.0,2022-04-21 16:32:43,2023-04-12 18:25:08,2023-04-12 18:25:08,451,93.0,12.0,3,22,,2.0,150,,,,Ranked list of awesome digital gardens / second brains.,14.0,12,True,3,1.0
