,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2023-02-02 15:22:17,2023-02-01 02:13:04,345,25.0,1908.0,355,179,12.0,31.0,12576,2023-01-31 15:38:26,2023.01.26,82.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,36.0,23,True,1,
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2023-02-02 13:45:31,2023-01-31 15:38:51,214,22.0,204.0,84,124,2.0,4.0,2795,2023-01-31 15:38:58,2023.01.26,76.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,9.0,18,True,1,
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2023-02-02 16:36:16,2023-01-31 15:37:56,198,22.0,135.0,52,124,,2.0,1800,2023-01-31 15:38:03,2023.01.26,74.0,A ranked list of awesome python libraries for web development. Updated weekly.,9.0,16,True,1,
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2023-02-02 14:45:03,2023-01-31 15:38:29,196,22.0,36.0,21,121,1.0,5.0,662,2023-01-31 15:38:37,2023.01.26,73.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,5.0,16,True,1,
4,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2023-02-02 14:43:22,2023-01-31 15:38:40,198,22.0,60.0,21,124,,2.0,595,2023-01-31 15:38:47,2023.01.26,80.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",10.0,15,True,2,1.0
5,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2023-02-02 15:33:36,2023-01-31 15:38:08,233,22.0,30.0,8,113,1.0,,381,2023-01-31 15:38:15,2023.01.26,75.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,5.0,15,True,2,
6,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,CC-BY-SA-4.0,2021-01-09 00:40:46,2023-01-30 12:05:06,2021-05-03 18:03:14,111,,76.0,12,70,14.0,4.0,544,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4.0,12,False,3,
7,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2023-02-01 21:37:15,2023-02-01 21:37:12,144,34.0,19.0,8,67,1.0,,88,2023-02-01 21:37:19,2023.02.01,49.0,A ranked list of awesome open-source crypto projects. Updated weekly.,3.0,12,True,1,
8,best-of-mkdocs,pawamoy/best-of-mkdocs,,documentation,https://github.com/pawamoy/best-of-mkdocs,https://github.com/pawamoy/best-of-mkdocs,CC-BY-SA-4.0,2022-04-17 07:48:22,2023-02-02 18:09:33,2023-01-27 10:29:57,139,12.0,4.0,5,61,1.0,2.0,127,2023-01-27 10:30:05,2023.01.26,45.0,A ranked list of awesome MkDocs projects and plugins.,4.0,11,True,1,
9,thumbor/awesome-thumbor,thumbor/awesome-thumbor,,others,https://github.com/thumbor/awesome-thumbor,https://github.com/thumbor/awesome-thumbor,CC-BY-SA-4.0,2022-01-23 23:37:02,2023-02-01 20:30:06,2023-02-01 20:18:49,293,88.0,3.0,2,387,2.0,,21,2022-01-23 23:40:03,2022.01.23,1.0,"Everything thumbor, awesomely curated & updated weekly.",4.0,11,True,1,1.0
10,best-of-digital-gardens,lyz-code/best-of-digital-gardens,,documentation,https://github.com/lyz-code/best-of-digital-gardens,https://github.com/lyz-code/best-of-digital-gardens,CC-BY-SA-4.0,2022-04-21 16:32:43,2023-02-01 18:27:00,2023-02-01 18:26:59,376,100.0,10.0,2,21,,2.0,112,,,,Ranked list of awesome digital gardens / second brains.,13.0,10,True,3,
11,best-of-ps,jinningwang/best-of-ps,,others,https://github.com/jinningwang/best-of-ps,https://github.com/jinningwang/best-of-ps,CC-BY-SA-4.0,2022-11-29 16:56:33,2023-02-02 18:25:39,2023-01-27 03:15:01,108,108.0,3.0,3,45,,2.0,26,2023-01-27 03:15:29,2023.01.26,10.0,A weekly updated ranked list of popular open-source libraries and tools for Power System Analysis.,2.0,10,True,3,
12,best-of-ml-rust,e-tornike/best-of-ml-rust,,data-engineering,https://github.com/e-tornike/best-of-ml-rust,https://github.com/e-tornike/best-of-ml-rust,CC-BY-SA-4.0,2021-02-09 10:37:33,2023-02-01 09:20:57,2022-12-16 08:00:21,133,2.0,3.0,7,100,57.0,,117,2021-10-04 12:57:04,2021.10.04,23.0,A ranked list of awesome machine learning Rust libraries.,2.0,8,True,3,
13,best-of-django,fkromer/best-of-django,['python'],web-dev,https://github.com/fkromer/best-of-django,https://github.com/fkromer/best-of-django,CC-BY-SA-4.0,2022-10-04 19:22:03,2023-02-01 00:13:12,2023-01-30 12:46:37,127,78.0,1.0,1,27,,,5,,,,A ranked list of awesome Django related Python packages.,,7,True,3,
14,best-of-vue,fkromer/best-of-vue,['javascript'],web-dev,https://github.com/fkromer/best-of-vue,https://github.com/fkromer/best-of-vue,CC-BY-SA-4.0,2022-12-03 16:39:34,2023-02-02 18:08:43,2023-01-28 15:49:25,63,63.0,,2,25,,,10,,,,,2.0,5,False,3,
15,best-of-ml-julia,e-tornike/best-of-ml-julia,,data-engineering,https://github.com/e-tornike/best-of-ml-julia,https://github.com/e-tornike/best-of-ml-julia,CC-BY-SA-4.0,2021-02-09 10:50:31,2021-11-15 12:28:02,2021-09-16 07:59:38,44,,1.0,2,38,,,9,2021-05-10 14:35:56,2021.05.10,3.0,A ranked list of awesome machine learning Julia libraries.,2.0,5,False,3,
16,best-of-fastapi,fkromer/best-of-fastapi,['python'],web-dev,https://github.com/fkromer/best-of-fastapi,https://github.com/fkromer/best-of-fastapi,CC-BY-SA-4.0,2022-11-27 14:22:10,2023-02-02 18:06:51,2023-01-27 09:58:47,40,40.0,,1,17,,,2,,,,List of automatically rated Python packages for FastAPI.,2.0,4,True,3,
