,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2023-03-02 15:30:16,2023-02-27 15:57:02,353,25.0,1960.0,360,182,12.0,31.0,12849,2023-02-27 15:57:12,2023.02.23,86.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,36.0,23,True,1,
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2023-03-02 13:50:58,2023-02-24 19:47:22,222,22.0,204.0,83,128,2.0,4.0,2848,2023-02-24 19:47:39,2023.02.23,80.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,9.0,18,True,1,
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2023-03-02 16:38:09,2023-02-27 15:57:40,207,23.0,138.0,51,129,,2.0,1819,2023-02-27 15:57:53,2023.02.23,78.0,A ranked list of awesome python libraries for web development. Updated weekly.,10.0,16,True,1,
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2023-03-02 14:39:41,2023-02-27 15:56:30,204,22.0,36.0,21,126,1.0,5.0,680,2023-02-27 15:56:37,2023.02.23,77.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,5.0,16,True,1,
4,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2023-03-02 14:44:27,2023-02-27 15:56:51,204,20.0,61.0,21,128,1.0,2.0,605,2023-02-27 15:56:57,2023.02.23,83.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",10.0,15,True,2,
5,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2023-03-02 15:40:27,2023-02-27 15:57:17,241,22.0,33.0,8,117,1.0,,398,2023-02-27 15:57:33,2023.02.23,79.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,5.0,15,True,2,
6,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2023-03-02 11:02:01,2023-03-02 11:02:01,156,38.0,19.0,10,72,3.0,,97,2023-03-02 10:56:27,2023.03.01,53.0,A ranked list of awesome open-source crypto projects. Updated weekly.,3.0,13,True,1,
7,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,CC-BY-SA-4.0,2021-01-09 00:40:46,2023-02-27 12:05:57,2021-05-03 18:03:14,111,,77.0,12,74,14.0,4.0,572,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4.0,12,False,3,
8,thumbor/awesome-thumbor,thumbor/awesome-thumbor,,others,https://github.com/thumbor/awesome-thumbor,https://github.com/thumbor/awesome-thumbor,CC-BY-SA-4.0,2022-01-23 23:37:02,2023-03-01 20:18:09,2023-02-27 20:19:19,319,86.0,3.0,3,415,2.0,,22,2022-01-23 23:40:03,2022.01.23,1.0,"Everything thumbor, awesomely curated & updated weekly.",4.0,12,True,1,
9,best-of-mkdocs,pawamoy/best-of-mkdocs,,documentation,https://github.com/pawamoy/best-of-mkdocs,https://github.com/pawamoy/best-of-mkdocs,CC-BY-SA-4.0,2022-04-17 07:48:22,2023-03-02 18:08:05,2023-02-24 10:38:52,143,12.0,6.0,5,65,1.0,2.0,147,2023-02-24 10:39:00,2023.02.23,49.0,A ranked list of awesome MkDocs projects and plugins.,4.0,11,True,1,
