,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2023-12-07 16:30:00,2023-12-07 16:29:58,444,27.0,2118.0,383,235,17.0,33.0,14800.0,2023-12-07 16:30:04,2023.12.07,100.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,44.0,23,True,1,-1.0
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2023-12-07 16:29:30,2023-12-07 16:29:30,307,27.0,222.0,87,173,4.0,4.0,3241.0,2023-12-07 16:29:35,2023.12.07,100.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,12.0,18,True,1,-1.0
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2023-12-07 16:55:28,2023-12-07 16:55:27,290,25.0,154.0,52,173,1.0,2.0,2073.0,2023-12-07 16:55:34,2023.12.07,100.0,A ranked list of awesome python libraries for web development. Updated weekly.,13.0,17,True,1,-1.0
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2023-12-07 16:29:48,2023-12-07 16:29:47,287,24.0,41.0,24,169,3.0,5.0,840.0,2023-12-07 16:29:54,2023.12.07,100.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,7.0,16,True,1,-1.0
4,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2023-12-07 16:29:40,2023-12-07 16:29:39,290,28.0,69.0,24,171,1.0,3.0,756.0,2023-12-07 16:29:44,2023.12.07,100.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",13.0,16,True,2,-1.0
5,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2023-12-06 19:45:27,2023-11-29 19:19:57,232,23.0,33.0,15,113,5.0,,164.0,2023-11-29 19:20:04,2023.11.29,90.0,A ranked list of awesome open-source crypto projects. Updated weekly.,5.0,16,True,1,
6,best-of-mkdocs,mkdocs/catalog,,documentation,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,CC-BY-SA-4.0,2022-04-17 07:48:22,2023-12-07 18:22:32,2023-12-07 11:53:43,237,36.0,32.0,11,154,3.0,13.0,567.0,2023-06-29 18:48:34,2023.06.29,68.0,A list of awesome MkDocs projects and plugins.,21.0,15,True,1,
7,awesome-gpts,taranjeet/awesome-gpts,['python'],data-engineering,https://github.com/taranjeet/awesome-gpts,https://github.com/taranjeet/awesome-gpts,MIT,2023-11-10 15:58:26,2023-12-06 16:57:28,2023-12-06 16:57:28,131,131.0,64.0,14,45,1.0,43.0,1049.0,,,,Collection of all the GPTs created by the community.,28.0,14,True,2,
8,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2023-12-07 16:30:09,2023-12-07 16:30:08,322,26.0,51.0,11,157,1.0,1.0,530.0,2023-12-07 16:30:14,2023.12.07,100.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,6.0,14,True,2,
9,best-of-scala,stkeky/best-of-scala,,programming-languages,https://github.com/stkeky/best-of-scala,https://github.com/stkeky/best-of-scala,CC-BY-SA-4.0,2023-03-13 21:28:43,2023-12-07 18:20:10,2023-12-01 09:26:48,97,20.0,14.0,10,77,3.0,9.0,192.0,2023-12-01 09:27:41,2023.11.30,20.0,A ranked list of awesome Scala projects. Updated weekly.,11.0,14,True,3,
