,name,github_id,labels,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/lukasmasuch/best-of-ml-python,https://github.com/lukasmasuch/best-of-ml-python,lukasmasuch/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2026-01-15 14:08:09,2025-11-07 05:42:31,627,6.0,2980.0,447.0,343.0,28.0,34.0,23020,2025-11-04 05:45:47,2025.10.30,100.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,56,23,True,1,
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/lukasmasuch/best-of-python,https://github.com/lukasmasuch/best-of-python,lukasmasuch/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2026-01-15 16:21:56,2026-01-15 16:21:56,420,29.0,289.0,98.0,232.0,10.0,6.0,4308,2026-01-15 16:22:09,2026.01.15,100.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,16,18,True,1,
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,,CC-BY-SA-4.0,2021-01-05 13:09:27,2026-01-15 17:16:08,2026-01-15 17:16:06,397,24.0,194.0,55.0,232.0,3.0,4.0,2670,2026-01-15 17:16:14,2026.01.15,100.0,A ranked list of awesome python libraries for web development. Updated weekly.,16,18,True,1,
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,,CC-BY-SA-4.0,2021-01-08 14:46:24,2026-01-15 16:21:45,2026-01-15 16:21:43,390,24.0,56.0,24.0,221.0,4.0,5.0,1227,2026-01-15 16:21:50,2026.01.15,100.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,7,17,True,1,
4,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,,CC-BY-SA-4.0,2021-01-01 22:25:48,2026-01-15 16:15:33,2026-01-15 16:15:30,468,23.0,90.0,23.0,266.0,5.0,4.0,1178,2026-01-01 15:22:19,2026.01.01,100.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",14,17,True,2,
5,best-of-robot-simulators,knmcguire/best-of-robot-simulators,,robot-dev,https://github.com/knmcguire/best-of-robot-simulators,https://github.com/knmcguire/best-of-robot-simulators,,CC-BY-SA-4.0,2025-04-09 08:06:08,2026-01-15 08:13:35,2026-01-15 08:13:30,184,18.0,79.0,15.0,101.0,15.0,121.0,1116,2026-01-15 08:14:06,2026.01.14,41.0,"A Best-of-list of Robot Simulators, re-generated weekly on Wednesdays.",11,17,True,1,1.0
6,best-of-mkdocs,mkdocs/catalog,,documentation,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,,CC-BY-SA-4.0,2022-04-17 07:48:22,2026-01-15 18:41:47,2025-11-06 18:40:58,419,2.0,112.0,16.0,343.0,2.0,37.0,1649,2023-06-29 18:48:34,2023.06.29,68.0,A list of awesome MkDocs projects and plugins.,63,15,True,1,-1.0
7,best-of-digital-gardens,lyz-code/best-of-digital-gardens,,documentation,https://github.com/lyz-code/best-of-digital-gardens,https://github.com/lyz-code/best-of-digital-gardens,,CC-BY-SA-4.0,2022-04-21 16:32:43,2026-01-14 18:46:05,2026-01-14 18:46:04,1489,89.0,26.0,9.0,35.0,,2.0,507,,,,Ranked list of awesome digital gardens / second brains.,21,15,True,1,
8,best-of-scala,stkeky/best-of-scala,,programming-languages,https://github.com/stkeky/best-of-scala,https://github.com/stkeky/best-of-scala,,CC-BY-SA-4.0,2023-03-13 21:28:43,2026-01-15 18:41:28,2026-01-09 14:05:46,201,12.0,26.0,10.0,189.0,3.0,9.0,282,2026-01-09 14:06:00,2026.01.08,100.0,A ranked list of awesome Scala projects. Updated weekly.,18,15,True,3,
9,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,,CC-BY-SA-4.0,2021-01-09 00:40:46,2024-06-28 01:43:05,2021-05-03 18:03:14,111,,158.0,20.0,128.0,110.0,4.0,1351,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4,13,False,2,
