,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2022-11-17 15:23:06,2022-11-11 17:22:20,322,25.0,1814,347,164,7.0,30.0,11914,2022-11-11 17:22:26,2022.11.10,72.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,35,24,True,1,1.0
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2022-11-17 13:52:47,2022-11-10 14:11:34,194,22.0,181,81,113,2.0,4.0,2603,2022-11-10 14:11:40,2022.11.10,66.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,9,19,True,1,
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2022-11-17 16:37:47,2022-11-11 17:22:09,178,25.0,130,50,112,,2.0,1727,2022-11-11 17:22:17,2022.11.10,64.0,A ranked list of awesome python libraries for web development. Updated weekly.,9,17,True,1,1.0
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2022-11-17 14:42:25,2022-11-11 17:22:40,176,25.0,31,20,110,2.0,5.0,612,2022-11-11 17:22:50,2022.11.10,63.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,5,16,True,1,1.0
4,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2022-11-17 15:32:37,2022-11-11 17:22:30,213,27.0,26,8,102,,,340,2022-11-11 17:22:36,2022.11.10,65.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,5,16,True,3,1.0
5,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2022-11-17 14:39:57,2022-11-11 17:22:53,178,25.0,54,20,113,6.0,2.0,551,2022-11-11 17:22:59,2022.11.10,70.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",10,15,True,2,1.0
6,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2022-11-17 08:48:43,2022-11-17 08:48:43,114,26.0,16,7,52,,,69,2022-11-17 08:48:56,2022.11.16,39.0,A ranked list of awesome open-source crypto projects. Updated weekly.,3,13,True,1,
7,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,CC-BY-SA-4.0,2021-01-09 00:40:46,2022-11-14 12:26:18,2021-05-03 18:03:14,111,,68,12,58,14.0,4.0,503,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4,12,False,3,
8,best-of-mkdocs,pawamoy/best-of-mkdocs,,documentation,https://github.com/pawamoy/best-of-mkdocs,https://github.com/pawamoy/best-of-mkdocs,CC-BY-SA-4.0,2022-04-17 07:48:22,2022-11-17 18:21:00,2022-11-17 18:21:00,129,21.0,3,5,50,1.0,2.0,82,2022-11-17 18:21:46,2022.11.17,35.0,A ranked list of awesome MkDocs projects and plugins.,4,12,True,1,
9,best-of-digital-gardens,lyz-code/best-of-digital-gardens,,documentation,https://github.com/lyz-code/best-of-digital-gardens,https://github.com/lyz-code/best-of-digital-gardens,CC-BY-SA-4.0,2022-04-21 16:32:43,2022-11-16 18:30:17,2022-11-16 18:30:16,290,94.0,9,2,19,,1.0,81,,,,Ranked list of awesome digital gardens / second brains.,11,10,True,3,
