,name,github_id,labels,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/lukasmasuch/best-of-ml-python,https://github.com/lukasmasuch/best-of-ml-python,lukasmasuch/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2025-12-04 14:06:54,2025-11-07 05:42:31,627,20.0,2957.0,446.0,343.0,28.0,34.0,22892,2025-11-04 05:45:47,2025.10.30,100.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,56,24,True,1,
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/lukasmasuch/best-of-python,https://github.com/lukasmasuch/best-of-python,lukasmasuch/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2025-12-04 15:06:39,2025-12-04 15:06:38,406,27.0,284.0,96.0,224.0,9.0,6.0,4252,2025-12-04 15:06:46,2025.12.04,100.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,15,18,True,1,-1.0
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,,CC-BY-SA-4.0,2021-01-05 13:09:27,2025-12-04 17:55:06,2025-12-04 17:55:05,387,24.0,193.0,56.0,226.0,3.0,4.0,2649,2025-12-04 17:55:11,2025.12.04,100.0,A ranked list of awesome python libraries for web development. Updated weekly.,16,18,True,1,-1.0
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,,CC-BY-SA-4.0,2021-01-08 14:46:24,2025-12-04 15:06:53,2025-12-04 15:06:51,378,24.0,55.0,23.0,215.0,4.0,5.0,1208,2025-12-04 15:06:57,2025.12.04,100.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,7,17,True,1,-1.0
4,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,,CC-BY-SA-4.0,2021-01-01 22:25:48,2025-12-04 15:07:04,2025-12-04 15:07:02,461,28.0,90.0,24.0,261.0,5.0,4.0,1161,2025-12-04 15:07:07,2025.12.04,100.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",14,17,True,2,-1.0
5,best-of-mkdocs,mkdocs/catalog,,documentation,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,,CC-BY-SA-4.0,2022-04-17 07:48:22,2025-12-04 18:41:25,2025-11-06 18:40:58,419,9.0,110.0,16.0,334.0,2.0,37.0,1603,2023-06-29 18:48:34,2023.06.29,68.0,A list of awesome MkDocs projects and plugins.,63,16,True,1,-1.0
6,best-of-robot-simulators,knmcguire/best-of-robot-simulators,,robot-dev,https://github.com/knmcguire/best-of-robot-simulators,https://github.com/knmcguire/best-of-robot-simulators,,CC-BY-SA-4.0,2025-04-09 08:06:08,2025-12-03 11:53:27,2025-12-03 11:53:27,176,19.0,69.0,15.0,93.0,15.0,121.0,1050,2025-12-03 11:53:51,2025.12.03,35.0,"A Best-of-list of Robot Simulators, re-generated weekly on Wednesdays.",9,16,True,1,
7,best-of-scala,stkeky/best-of-scala,,programming-languages,https://github.com/stkeky/best-of-scala,https://github.com/stkeky/best-of-scala,,CC-BY-SA-4.0,2023-03-13 21:28:43,2025-12-04 18:37:23,2025-11-30 18:37:22,196,10.0,25.0,10.0,183.0,3.0,9.0,278,2025-11-30 18:37:41,2025.11.27,100.0,A ranked list of awesome Scala projects. Updated weekly.,18,16,True,3,
8,best-of-digital-gardens,lyz-code/best-of-digital-gardens,,documentation,https://github.com/lyz-code/best-of-digital-gardens,https://github.com/lyz-code/best-of-digital-gardens,,CC-BY-SA-4.0,2022-04-21 16:32:43,2025-12-03 18:44:32,2025-12-03 18:44:32,1447,89.0,26.0,7.0,35.0,,2.0,491,,,,Ranked list of awesome digital gardens / second brains.,21,15,True,3,
9,best-of-digital-identity,jruizaranguren/best-of-digital-identity,,internet,https://github.com/jruizaranguren/best-of-digital-identity,https://github.com/jruizaranguren/best-of-digital-identity,,CC-BY-SA-4.0,2023-04-12 09:58:39,2025-12-04 18:38:06,2025-12-01 11:16:02,350,16.0,10.0,7.0,157.0,,1.0,158,2025-12-01 11:16:24,2025.11.27,68.0,A ranked list of awesome Digital Identity open source projects.,5,14,True,1,
