,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2023-11-09 18:02:22,2023-11-09 18:02:21,436.0,28.0,2086.0,382.0,231.0,16.0,33.0,14618.0,2023-11-09 18:02:59,2023.11.09,100.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,44.0,23,True,1.0,
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2023-11-09 14:44:16,2023-11-09 14:44:16,299.0,27.0,222.0,88.0,169.0,4.0,4.0,3219.0,2023-11-09 14:45:29,2023.04.06,100.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,12.0,18,True,1.0,
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2023-11-09 18:04:01,2023-11-09 18:04:00,281.0,24.0,153.0,52.0,167.0,1.0,2.0,2049.0,2023-11-09 18:04:11,2023.11.09,100.0,A ranked list of awesome python libraries for web development. Updated weekly.,12.0,17,True,1.0,
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2023-11-09 14:21:25,2023-11-02 18:04:00,279.0,24.0,40.0,24.0,165.0,3.0,5.0,837.0,2023-11-02 18:04:09,2023.11.02,100.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,7.0,16,True,1.0,
4,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2023-11-09 14:44:28,2023-11-09 14:44:27,282.0,28.0,69.0,25.0,167.0,1.0,3.0,748.0,2023-11-09 14:44:58,2023.11.09,100.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",13.0,16,True,2.0,
5,best-of-mkdocs,mkdocs/catalog,,documentation,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,CC-BY-SA-4.0,2022-04-17 07:48:22,2023-11-09 18:22:03,2023-11-02 21:46:48,220.0,27.0,30.0,11.0,135.0,4.0,11.0,530.0,2023-06-29 18:48:34,2023.06.29,68.0,A list of awesome MkDocs projects and plugins.,18.0,15,True,1.0,
6,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2023-11-09 02:39:36,2023-11-09 02:39:36,226.0,25.0,30.0,15.0,109.0,5.0,,152.0,2023-11-09 02:39:45,2023.11.08,87.0,A ranked list of awesome open-source crypto projects. Updated weekly.,5.0,15,True,1.0,
7,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2023-11-09 18:03:19,2023-11-09 18:03:18,314.0,26.0,49.0,12.0,153.0,1.0,1.0,515.0,2023-11-09 18:03:34,2023.11.09,100.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,6.0,14,True,2.0,-1.0
8,best-of-scala,stkeky/best-of-scala,,programming-languages,https://github.com/stkeky/best-of-scala,https://github.com/stkeky/best-of-scala,CC-BY-SA-4.0,2023-03-13 21:28:43,2023-11-09 18:19:30,2023-11-02 18:56:04,91.0,18.0,13.0,11.0,71.0,3.0,8.0,181.0,2023-10-26 20:52:17,2023.10.26,16.0,A ranked list of awesome Scala projects. Updated weekly.,9.0,14,True,3.0,
9,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,CC-BY-SA-4.0,2021-01-09 00:40:46,2023-11-06 12:05:17,2021-05-03 18:03:14,111.0,,104.0,14.0,110.0,56.0,4.0,762.0,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4.0,12,False,3.0,
